Община,Училище,БЕЛ-УЧ 24,БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ_2,МАТ-УЧ 21,МАТ_2
ХАСКОВО,Основно училище Св Климент Охридски,69.0,85.24,68.0,78.51,81.0,77.11,81.0,71.06,76.0,"80,26",76.0,"70,17",85.0,"83,67",85.0,"71,29"
ХАСКОВО,Основно училище Никола Йонков Вапцаров,19.0,34.26,18.0,42.81,15.0,36.07,15.0,41.0,33.0,"40,27",33.0,"56,24",25.0,"47,12",23.0,"45,3"
ХАСКОВО,Основно училище Свети Иван Рилски,139.0,84.75,140.0,76.46,150.0,82.31,150.0,69.77,150.0,"79,43",149.0,"65,53",165.0,"81,85",165.0,"71,3"
ХАСКОВО,Основно училище Христо Смирненски,85.0,81.96,85.0,75.97,99.0,82.15,99.0,72.75,96.0,"79,93",96.0,"64,45",131.0,"79,54",130.0,"67,09"
ХАСКОВО,Основно училище Христо Ботев,7.0,38.5,7.0,36.57,3.0,34.33,3.0,37.0,,,,,5.0,38,5.0,50
ХАСКОВО,Основно училище Любен Каравелов,28.0,37.71,29.0,41.64,21.0,37.76,21.0,46.55,25.0,"47,98",27.0,"25,41",23.0,"42,87",23.0,"44,13"
ХАСКОВО,Основно училище Христо Ботев,7.0,15.14,7.0,32.29,3.0,30.67,3.0,39.33,3.0,"61,83",3.0,"56,33",12.0,"46,67",10.0,"54,2"
ХАСКОВО,Основно училище Христо Ботев,8.0,48.81,8.0,52.13,7.0,55.86,7.0,61.71,11.0,"62,05",11.0,"40,45",8.0,"71,25",8.0,"59,38"
ХАСКОВО,Основно училище Св св Кирил и Методий,9.0,65.0,7.0,73.57,9.0,38.78,10.0,30.85,12.0,"45,13",12.0,"44,58",16.0,"66,19",16.0,"51,56"
ХАСКОВО,ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ,10.0,41.4,13.0,66.81,9.0,34.0,9.0,26.28,13.0,"37,88",12.0,"26,17",16.0,"60,56",16.0,"41,13"
ХАСКОВО,Основно училище Свети Свети Кирил и Методий,10.0,64.1,10.0,71.8,9.0,61.44,10.0,53.55,16.0,"65,59",16.0,57,15.0,"84,93",15.0,"68,2"
ХАСКОВО,СУ Васил Левски,99.0,81.32,100.0,76.7,96.0,79.33,96.0,67.66,81.0,"73,59",80.0,"54,79",105.0,"78,62",104.0,"63,79"
ХАСКОВО,СУ Св Паисий Хилендарски,62.0,76.01,62.0,70.65,56.0,75.0,55.0,67.35,54.0,"76,56",54.0,"57,3",97.0,"79,38",97.0,"62,1"
ДИМИТРОВГРАД,ОСНОВНО УЧИЛИЩЕ Пейо Крачолов Яворов,25.0,31.18,25.0,48.24,23.0,24.91,21.0,36.4,38.0,"32,71",38.0,"26,45",19.0,"28,21",20.0,"28,1"
ДИМИТРОВГРАД,ОУ Свети свети Кирил и Методий,6.0,38.5,7.0,33.0,11.0,34.09,11.0,27.91,15.0,"20,03",15.0,"13,2",14.0,"43,64",13.0,"41,46"
ДИМИТРОВГРАД,ОСНОВНО УЧИЛИЩЕ АЛЕКО КОНСТАНТИНОВ,86.0,81.22,86.0,73.77,88.0,81.42,88.0,70.3,91.0,"78,83",90.0,"62,76",105.0,"82,67",105.0,"69,74"
ДИМИТРОВГРАД,Основно училище Пенчо Славейков,84.0,79.85,83.0,73.65,90.0,73.31,90.0,61.55,86.0,"73,15",88.0,"56,74",102.0,"81,86",101.0,"66,57"
ДИМИТРОВГРАД,Основно училище Христо Ботев,6.0,63.42,6.0,78.17,11.0,62.91,11.0,54.36,7.0,"55,36",8.0,"26,88",7.0,"73,57",7.0,"48,14"
ДИМИТРОВГРАД,Основно училище Димитър Недялков Матевски,7.0,26.93,7.0,22.86,14.0,20.29,14.0,30.0,10.0,"29,2",10.0,"16,8",13.0,"50,46",13.0,"30,69"
ДИМИТРОВГРАД,Основно училище Христо Смирненски,12.0,55.92,12.0,53.33,10.0,40.9,10.0,26.45,14.0,"32,07",14.0,19,11.0,"60,64",11.0,"48,09"
ДИМИТРОВГРАД,ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ,12.0,71.0,12.0,61.67,9.0,58.78,9.0,47.17,12.0,"75,92",12.0,"62,25",14.0,"71,07",14.0,58
ДИМИТРОВГРАД,Основно училище Васил Левски,8.0,35.13,8.0,40.88,11.0,33.91,11.0,25.5,18.0,"27,14",18.0,"15,06",12.0,"36,75",12.0,"34,83"
ДИМИТРОВГРАД,СУ Любен Каравелов,61.0,76.54,60.0,68.73,54.0,75.57,51.0,66.47,56.0,"76,52",56.0,"59,59",49.0,"80,59",49.0,"67,1"
ХАРМАНЛИ,Начално училище Отец Паисий,32.0,50.48,31.0,66.08,30.0,63.33,30.0,74.02,22.0,34,21.0,"47,86",47.0,"58,81",49.0,"60,84"
ХАРМАНЛИ,Начално училище Алеко Константинов,67.0,73.05,67.0,80.94,57.0,70.61,57.0,60.37,62.0,"70,77",62.0,"63,89",57.0,"80,53",57.0,"69,05"
ХАРМАНЛИ,Основно училище Христо Ботев,4.0,40.13,4.0,56.25,5.0,30.6,5.0,50.0,4.0,"59,5",4.0,"31,5",5.0,"47,4",5.0,"49,6"
ХАРМАНЛИ,ОСНОВНО УЧИЛИЩЕ ИВАН ВАЗОВ,12.0,28.79,12.0,56.21,12.0,35.33,12.0,42.71,9.0,"53,33",9.0,"36,11",4.0,"42,25",5.0,"43,6"
ХАРМАНЛИ,ОСНОВНО УЧИЛИЩЕ СВЕТИ СВЕТИ КИРИЛ И МЕТОДИЙ,17.0,31.03,16.0,50.84,14.0,37.07,15.0,53.37,12.0,"42,38",12.0,"38,75",18.0,"38,5",17.0,"47,53"
ХАРМАНЛИ,Основно училище Христо Ботев,10.0,51.7,10.0,48.25,9.0,55.0,9.0,43.44,11.0,"53,68",12.0,"35,83",20.0,47,20.0,"43,7"
ХАРМАНЛИ,Основно училище Иван Вазов,37.0,57.68,35.0,60.31,56.0,57.39,55.0,49.48,31.0,"55,45",28.0,"50,11",31.0,"50,61",30.0,"42,5"
ХАРМАНЛИ,СУ Неофит Рилски,13.0,38.92,13.0,45.38,11.0,37.36,10.0,38.0,8.0,"32,5",11.0,"18,82",12.0,"49,33",12.0,"53,75"
СИМЕОНОВГРАД,НАЧАЛНО УЧИЛИЩЕ ОТЕЦ ПАИСИЙ,31.0,26.06,29.0,43.28,39.0,20.82,38.0,46.53,38.0,"34,46",37.0,"26,16",36.0,"39,44",38.0,"32,84"
СИМЕОНОВГРАД,Основно училище Иван Вазов,18.0,25.61,18.0,30.31,19.0,22.42,19.0,30.16,17.0,"25,35",17.0,"20,94",22.0,"33,36",23.0,"26,87"
СИМЕОНОВГРАД,СУ Свети Климент Охридски,22.0,61.3,22.0,55.3,25.0,37.12,25.0,32.8,25.0,"64,48",25.0,"42,84",21.0,"67,52",22.0,53
СВИЛЕНГРАД,Начално училище Христо Попмарков,4.0,49.88,5.0,59.5,9.0,48.0,9.0,50.78,13.0,"30,96",12.0,"23,08",11.0,"45,18",11.0,"29,09"
СВИЛЕНГРАД,Първо основно училище Иван Вазов,84.0,75.73,83.0,68.53,80.0,78.95,82.0,67.43,78.0,"74,05",76.0,"54,58",87.0,"76,72",87.0,"60,85"
СВИЛЕНГРАД,Основно училище Любен Каравелов,8.0,43.94,8.0,52.31,11.0,39.73,11.0,39.18,7.0,"41,64",7.0,"18,57",10.0,"46,6",10.0,40
СВИЛЕНГРАД,Основно училище Христо Ботев,9.0,52.0,9.0,62.78,15.0,37.07,14.0,62.29,9.0,"43,67",9.0,"36,33",12.0,"51,17",12.0,"41,5"
СВИЛЕНГРАД,СУ Д-р Петър Берон,56.0,76.73,57.0,70.45,63.0,70.81,63.0,58.28,63.0,"72,49",65.0,"49,48",57.0,"73,14",57.0,"57,44"
ЛЮБИМЕЦ,Начално училище Захари Стоянов,27.0,38.93,26.0,43.54,39.0,60.1,39.0,64.19,37.0,"53,99",36.0,"37,67",30.0,"39,4",30.0,44
ЛЮБИМЕЦ,Начално училище Христо Ботев,34.0,66.19,36.0,65.6,35.0,61.71,36.0,59.92,43.0,"75,35",43.0,"60,79",43.0,"79,33",43.0,"66,12"
ЛЮБИМЕЦ,Основно училище Свети Свети Кирил и Методий,5.0,54.8,6.0,65.25,8.0,68.13,7.0,61.43,5.0,"44,3",4.0,"42,5",9.0,"65,67",9.0,"61,67"
МИНЕРАЛНИ БАНИ,СУ ПРОФ Д-Р АСЕН ЗЛАТАРОВ,16.0,70.63,16.0,59.81,17.0,48.12,17.0,47.74,21.0,"67,26",21.0,"47,48",16.0,"49,81",15.0,"48,27"
МИНЕРАЛНИ БАНИ,СУ ХРИСТО БОТЕВ,18.0,74.44,18.0,79.81,13.0,73.08,13.0,57.92,11.0,"51,41",11.0,"27,64",27.0,"66,41",27.0,"63,89"
МАДЖАРОВО,СУ Димитър Маджаров,2.0,39.25,2.0,52.5,4.0,28.75,6.0,39.33,8.0,"59,69",8.0,"51,5",9.0,"54,33",9.0,"48,78"
СТАМБОЛОВО,Основно училище Свети свети Кирил и Методий,7.0,30.36,8.0,43.44,6.0,20.67,5.0,34.6,5.0,"35,8",5.0,"31,4",13.0,"58,23",13.0,"52,62"
СТАМБОЛОВО,Основно училище Христо Ботев,7.0,54.43,7.0,54.71,7.0,47.14,7.0,35.93,11.0,"47,77",11.0,"26,91",7.0,"60,86",7.0,48
СТАМБОЛОВО,Основно училище Христо Ботев,2.0,14.5,2.0,39.0,11.0,34.09,11.0,36.73,8.0,34,8.0,"21,88",7.0,"43,43",7.0,"64,29"
СТАМБОЛОВО,СУ Свети Климент Охридски,12.0,66.08,12.0,76.71,17.0,54.94,17.0,51.56,9.0,"46,11",9.0,"34,22",18.0,"44,61",18.0,"38,94"
ИВАЙЛОВГРАД,Основно училище Св св Кирил и Методий,1.0,72.5,1.0,44.0,3.0,61.67,3.0,73.67,,,,,1.0,88,1.0,69
ИВАЙЛОВГРАД,Основно училище Свети свети Кирил и Методий,4.0,60.75,4.0,66.63,5.0,60.4,5.0,65.0,3.0,"49,17",3.0,"30,33",10.0,"51,5",10.0,"55,5"
ИВАЙЛОВГРАД,Основно училище Свети свети Кирил и Методий,6.0,39.92,6.0,63.0,4.0,53.25,4.0,62.25,9.0,"45,83",9.0,"29,11",8.0,"49,25",7.0,"41,14"
ИВАЙЛОВГРАД,СУ Христо Ботев,23.0,80.59,22.0,72.43,23.0,79.65,23.0,71.41,20.0,"77,25",20.0,"68,25",19.0,"81,63",19.0,"68,47"
ТОПОЛОВГРАД,Начално училище Св Св Кирил и Методий,43.0,65.08,43.0,71.17,33.0,73.36,33.0,75.27,37.0,"52,51",36.0,"45,31",32.0,"63,13",34.0,"53,41"
ТОПОЛОВГРАД,Основно училище Христо Ботев,3.0,73.17,3.0,72.0,3.0,79.33,3.0,67.0,4.0,"53,88",3.0,"42,67",3.0,"67,67",3.0,"58,33"
ТОПОЛОВГРАД,Основно училище Христо Ботев,3.0,66.67,3.0,77.67,3.0,93.33,3.0,77.0,4.0,"62,88",4.0,"52,5",7.0,"60,57",7.0,"64,43"
ТОПОЛОВГРАД,Основно училище Иван Вазов,6.0,47.67,6.0,45.5,8.0,44.13,8.0,60.44,13.0,"50,12",13.0,"41,62",10.0,"73,5",11.0,"62,73"
ХИТРИНО,Основно училище Панайот Волов,,,,,,,,,,,,,7.0,44,7.0,"41,14"
НОВИ ПАЗАР,Основно училище Васил Левски,3.0,39.67,3.0,58.5,4.0,59.75,4.0,69.75,2.0,27,2.0,27,5.0,"47,2",5.0,"57,6"
ВЕНЕЦ,Основно училище Петко Рачев Славейков,4.0,60.38,4.0,63.75,9.0,29.78,9.0,39.56,7.0,"32,5",7.0,"23,57",6.0,"43,67",6.0,"38,17"
НОВИ ПАЗАР,СУ Васил Левски,37.0,66.92,37.0,64.28,54.0,67.69,54.0,57.05,64.0,"71,45",64.0,"51,94",57.0,"70,82",58.0,"56,76"
НОВИ ПАЗАР,Основно училище Св Климент Охридски,8.0,44.88,8.0,61.0,5.0,43.6,5.0,64.0,14.0,"36,46",14.0,"30,79",9.0,"58,33",9.0,"39,22"
НОВИ ПАЗАР,Основно училище Христо Ботев,5.0,41.0,6.0,44.83,2.0,53.0,2.0,55.0,8.0,"42,38",8.0,"43,5",3.0,51,3.0,"61,67"
ВЪРБИЦА,ОУ Св св Кирил и Методий,11.0,44.36,11.0,52.0,13.0,46.85,14.0,54.57,9.0,"54,83",9.0,"54,44",16.0,"65,69",16.0,"71,06"
ВЪРБИЦА,СУ Св Паисий Хилендарски,24.0,45.96,24.0,60.29,36.0,42.5,35.0,45.87,30.0,"39,47",30.0,23,40.0,"54,45",40.0,"47,98"
КАСПИЧАН,СУ Панайот Волов,17.0,68.32,17.0,62.71,23.0,51.17,23.0,45.07,8.0,"60,19",8.0,"40,13",19.0,"69,42",18.0,"64,56"
КАСПИЧАН,ОУ Христо Ботев,12.0,30.33,12.0,61.08,10.0,26.7,10.0,37.75,13.0,"27,04",13.0,"23,77",9.0,"63,78",9.0,"51,78"
ВЕНЕЦ,СУ Никола Йонков Вапцаров,27.0,42.07,26.0,55.94,22.0,39.86,21.0,53.05,20.0,"48,33",20.0,"39,4",17.0,"55,71",17.0,"59,12"
НОВИ ПАЗАР,СУ Хан Исперих,54.0,67.19,55.0,58.7,27.0,43.63,27.0,37.04,43.0,"52,7",43.0,"32,44",32.0,"64,97",33.0,"49,61"
ВЪРБИЦА,Основно училище Гео Милев,3.0,53.33,3.0,70.17,11.0,59.73,11.0,56.45,6.0,"38,17",6.0,"39,17",7.0,"64,71",7.0,"64,29"
ШУМЕН,СУ Панайот Волов,47.0,79.05,47.0,75.27,45.0,81.16,45.0,73.21,41.0,"78,07",40.0,"60,73",35.0,"83,03",35.0,"65,97"
КАСПИЧАН,ОУ Св Паисий Хилендарски,7.0,53.64,7.0,55.5,,,,,10.0,"49,3",10.0,"31,2",6.0,"56,33",7.0,38
НИКОЛА КОЗЛЕВО,Основно училище Св Климент Охридски,8.0,31.88,8.0,50.81,11.0,23.0,11.0,45.77,11.0,"32,55",11.0,"41,27",16.0,"58,94",16.0,"55,13"
ШУМЕН,Начално училище Илия Р Блъсков,61.0,81.66,61.0,78.06,63.0,77.51,63.0,71.75,74.0,"80,18",73.0,"68,1",85.0,"84,85",85.0,"72,04"
ШУМЕН,Основно училище Васил Левски,12.0,37.5,12.0,32.17,12.0,33.17,12.0,36.5,3.0,61,3.0,42,8.0,"61,38",8.0,"48,63"
ХИТРИНО,СУ Д-р Петър Берон,20.0,58.78,20.0,68.05,16.0,59.06,16.0,60.75,22.0,"61,75",22.0,"47,59",15.0,"52,6",15.0,"42,4"
ВЕЛИКИ ПРЕСЛАВ,СУ Черноризец Храбър,8.0,61.5,8.0,67.06,10.0,31.7,10.0,29.65,10.0,"45,3",10.0,"31,4",8.0,"33,38",8.0,"23,88"
ШУМЕН,Девето основно училище Панайот Волов,21.0,65.64,21.0,55.4,23.0,65.91,23.0,53.59,27.0,"57,76",27.0,"35,56",23.0,"59,87",23.0,44
СМЯДОВО,Основно училище Христо Ботев,8.0,51.63,8.0,48.13,,,,,5.0,"54,9",5.0,"22,8",4.0,"68,75",4.0,"68,25"
ШУМЕН,Второ основно училище Д-р Петър Берон,69.0,82.72,69.0,78.98,86.0,73.55,86.0,68.6,90.0,"77,63",89.0,"61,62",92.0,"88,32",91.0,"76,13"
ШУМЕН,Основно училище Панайот Волов,3.0,26.33,3.0,55.67,1.0,88.0,1.0,94.0,5.0,"49,2",5.0,50,7.0,"67,71",7.0,"62,86"
ШУМЕН,Трето основно училище Димитър Благоев,95.0,76.41,95.0,72.69,97.0,76.01,97.0,67.08,88.0,"74,97",89.0,"58,76",108.0,"80,09",108.0,"65,18"
ШУМЕН,СУ Трайко Симеонов,29.0,65.9,28.0,66.25,30.0,57.73,30.0,50.9,15.0,"35,97",20.0,"17,7",13.0,"39,77",12.0,"53,5"
ШУМЕН,Начално училище Княз Борис I,64.0,67.75,64.0,61.95,59.0,71.85,58.0,65.32,62.0,"74,47",62.0,"61,45",60.0,"78,88",60.0,"63,57"
СМЯДОВО,Основно училище Васил Априлов,3.0,46.67,3.0,55.0,8.0,42.63,8.0,37.25,4.0,"40,88",4.0,"22,5",,,,
ШУМЕН,ОУ Христо Ботев,12.0,49.88,12.0,46.96,12.0,29.42,12.0,30.21,17.0,"35,97",17.0,"25,41",11.0,"26,64",11.0,"28,09"
ВЕЛИКИ ПРЕСЛАВ,Основно училище Св св Кирил и Методий,37.0,74.78,37.0,73.31,37.0,64.89,36.0,52.42,37.0,"57,73",37.0,"35,76",44.0,"81,02",44.0,"58,95"
ШУМЕН,СУ Йоан Екзарх Български,71.0,79.15,70.0,72.05,64.0,80.58,64.0,64.02,88.0,"77,09",88.0,"56,57",86.0,"84,14",87.0,"66,83"
ШУМЕН,Основно училище Св св Кирил и Методий,17.0,62.29,18.0,60.92,14.0,62.79,14.0,63.04,18.0,"57,17",18.0,"37,5",12.0,"65,83",12.0,"55,33"
СМЯДОВО,СУ Св св Кирил и Методий,27.0,65.69,27.0,61.11,24.0,67.17,25.0,53.98,27.0,"58,87",27.0,"36,85",39.0,"69,05",40.0,"53,38"
НИКОЛА КОЗЛЕВО,СУ Цанко Бакалов Церковски,11.0,69.82,12.0,71.08,16.0,78.25,16.0,71.97,17.0,"40,47",15.0,"42,53",15.0,59,15.0,"59,13"
НОВИ ПАЗАР,Основно училище Никола Йонков Вапцаров,15.0,18.33,16.0,43.31,12.0,18.83,12.0,24.08,13.0,"19,65",12.0,15,13.0,"24,92",13.0,"25,23"
ВЕЛИКИ ПРЕСЛАВ,Основно училище Христо Ботев,5.0,28.3,5.0,29.9,5.0,36.4,5.0,26.0,4.0,52,4.0,"27,25",7.0,"42,14",7.0,"36,86"
ШУМЕН,СУ Сава Доброплодни,94.0,83.71,92.0,76.69,74.0,84.42,73.0,75.15,97.0,"78,16",97.0,"65,51",94.0,"86,66",94.0,"70,05"
КАОЛИНОВО,Основно училище Христо Смирненски,12.0,31.96,12.0,50.17,13.0,40.23,13.0,47.04,14.0,"36,18",14.0,"37,14",21.0,"50,57",21.0,"45,33"
КАОЛИНОВО,СУ Георги Стойков Раковски,16.0,53.97,16.0,56.44,29.0,33.52,30.0,38.7,15.0,"40,13",15.0,"27,87",30.0,"44,87",30.0,"45,8"
ШУМЕН,СУ Васил Левски,46.0,67.95,46.0,62.99,60.0,76.13,60.0,61.48,42.0,"73,56",42.0,58,47.0,"77,34",47.0,"62,47"
КАОЛИНОВО,Основно училище Георги Ст Раковски,4.0,48.0,4.0,65.25,5.0,39.4,5.0,58.2,10.0,"52,45",10.0,"58,7",2.0,"41,5",2.0,34
КАОЛИНОВО,ОУ Йордан Йовков,11.0,30.23,11.0,40.59,15.0,48.53,15.0,53.2,12.0,"35,5",12.0,"37,67",12.0,26,12.0,"27,25"
КАОЛИНОВО,ОУ Панайот Волов,20.0,45.23,20.0,46.33,21.0,39.29,21.0,66.43,32.0,"42,33",33.0,"51,45",32.0,"53,16",32.0,"65,06"
НИКОЛА КОЗЛЕВО,Основно училище Христо Ботев,8.0,43.56,8.0,53.38,11.0,36.09,11.0,48.18,9.0,"42,06",9.0,"40,89",10.0,"50,8",10.0,"54,2"
ВЪРБИЦА,Основно училище Васил Левски,4.0,58.13,4.0,46.0,3.0,68.67,3.0,65.83,2.0,49,2.0,35,3.0,"29,67",3.0,"30,33"
ВЕЛИКИ ПРЕСЛАВ,Основно училище Св св Кирил и Методий,3.0,69.0,3.0,86.0,7.0,28.14,7.0,54.5,4.0,"62,13",4.0,69,7.0,"67,86",7.0,"59,86"
КАОЛИНОВО,Основно училище Никола Й Вапцаров,8.0,50.19,8.0,51.63,14.0,56.36,14.0,54.14,11.0,"45,14",11.0,"43,82",10.0,"41,1",10.0,47
КАСПИЧАН,ОУ Пенчо Петков Славейков,16.0,38.78,16.0,43.97,8.0,33.63,8.0,29.81,13.0,"42,81",13.0,"27,31",7.0,"52,86",7.0,36
НИКОЛА КОЗЛЕВО,Начално училище Борис Първи,4.0,47.25,4.0,60.0,6.0,50.67,6.0,56.75,4.0,60,4.0,"61,75",5.0,"64,4",5.0,63
НИКОЛА КОЗЛЕВО,Основно училище Христо Ботев,8.0,19.56,8.0,30.0,7.0,36.14,7.0,27.5,13.0,"29,23",13.0,"32,15",8.0,20,8.0,"47,88"
ШУМЕН,Шесто основно училище Еньо Марковски,20.0,47.53,20.0,43.35,15.0,36.73,15.0,34.07,11.0,"33,45",11.0,"25,18",13.0,"24,46",13.0,"38,08"
ШУМЕН,ОУ Христо Ботев,18.0,41.44,18.0,58.81,11.0,36.64,11.0,37.14,16.0,"49,66",16.0,"41,06",14.0,"48,14",14.0,"51,57"
ВЕНЕЦ,Основно училище Христо Смирненски,4.0,68.63,4.0,74.88,4.0,56.5,4.0,68.25,15.0,"52,03",15.0,"32,4",9.0,"50,33",9.0,"43,89"
ЯМБОЛ,НУ Проф Петър Нойков,61.0,80.02,61.0,72.03,58.0,78.34,57.0,68.02,61.0,"72,15",61.0,"54,43",69.0,"78,2",68.0,"68,32"
ЯМБОЛ,НУ Св св Кирил и Методий,78.0,85.13,78.0,79.95,82.0,81.98,83.0,79.24,102.0,"81,67",102.0,"71,12",78.0,"87,72",78.0,"78,18"
ЯМБОЛ,ОУ Йордан Йовков,87.0,36.18,86.0,57.49,78.0,42.55,71.0,60.2,64.0,"36,64",71.0,"55,86",75.0,"47,61",75.0,"50,73"
ЯМБОЛ,ОУ Николай Петрини,86.0,79.62,86.0,75.62,61.0,82.39,61.0,76.57,65.0,"77,15",65.0,"72,32",61.0,"85,03",61.0,"70,43"
ЯМБОЛ,ОУ Любен Каравелов,121.0,79.19,121.0,70.61,100.0,77.86,100.0,67.62,105.0,79,105.0,"63,99",145.0,"84,04",144.0,"70,23"
ЯМБОЛ,СУ Св Климент Охридски,53.0,50.38,55.0,44.76,54.0,56.0,55.0,45.83,62.0,"56,33",62.0,"43,81",57.0,"72,12",57.0,"53,84"
ЯМБОЛ,ОУ Петко Рачов Славейков,80.0,83.97,78.0,84.33,87.0,79.59,87.0,68.98,84.0,"76,3",83.0,"58,06",92.0,"84,3",92.0,"65,97"
ЯМБОЛ,ОУ Христо Смирненски,10.0,29.55,10.0,40.75,10.0,23.5,11.0,41.82,25.0,"17,8",23.0,"16,04",10.0,"36,3",10.0,"38,5"
ЯМБОЛ,ОУ Д-р Петър Берон,96.0,47.02,101.0,52.73,89.0,57.37,88.0,61.45,71.0,"52,01",72.0,"41,92",71.0,"41,51",73.0,"59,56"
БОЛЯРОВО,СУ Д-р Петър Берон,10.0,54.3,11.0,51.55,13.0,27.54,14.0,55.36,18.0,"53,14",18.0,"44,17",9.0,"57,33",10.0,"47,8"
БОЛЯРОВО,ОУ Стефан Караджа,6.0,45.58,6.0,50.67,3.0,41.67,3.0,66.33,5.0,"24,6",5.0,"31,4",9.0,"35,33",9.0,36
ЕЛХОВО,ОУ Св св Кирил и Методий,31.0,64.48,31.0,80.16,30.0,69.6,29.0,62.95,38.0,"69,39",38.0,"53,74",45.0,"67,04",43.0,"56,72"
ЕЛХОВО,ОУ Св Паисий Хилендарски,37.0,72.23,37.0,64.22,40.0,64.73,40.0,50.0,50.0,"72,41",50.0,"63,64",38.0,"70,55",38.0,60
ЕЛХОВО,ОУ Хаджи Димитър,11.0,49.05,11.0,66.82,13.0,39.69,13.0,54.88,19.0,"44,29",19.0,"28,53",9.0,"48,67",9.0,"45,67"
ЕЛХОВО,ОУ Св Паисий Хилендарски,6.0,55.0,6.0,71.25,3.0,58.33,3.0,66.67,3.0,"36,83",3.0,27,5.0,"40,8",5.0,"49,6"
СТРАЛДЖА,СУ Пейо Крачолов Яворов,45.0,54.39,44.0,69.72,58.0,58.33,58.0,69.63,59.0,"52,83",59.0,"54,17",35.0,"47,06",35.0,"44,97"
СТРАЛДЖА,ОУ Св св Кирил и Методий,36.0,32.4,33.0,46.45,41.0,45.12,42.0,60.95,32.0,"37,89",32.0,"38,59",28.0,"51,96",27.0,"59,67"
СТРАЛДЖА,ОУ Св св Кирил и Методий,10.0,45.4,10.0,63.2,9.0,62.56,10.0,69.8,12.0,"51,71",12.0,"57,83",16.0,"38,44",16.0,"31,44"
СТРАЛДЖА,ОУ Христо Ботев,6.0,52.58,6.0,49.33,8.0,53.88,8.0,56.88,4.0,"76,88",4.0,"65,5",7.0,"80,14",7.0,"59,71"
