Община,Училище,"БЕЛ-УЧ 24""",БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21,БЕЛ-УЧ 20,БЕЛ 20,МАТ-УЧ 20,МАТ 20,БЕЛ-УЧ 19,БЕЛ 19,МАТ-УЧ 19,МАТ 19
КНЕЖА,Основно училище Христо Ботев,8.0,50.94,8.0,45.56,13.0,53.96,13.0,46.04,15.0,"45,7",16.0,"35,61",18.0,"28,81",18.0,"40,97",14.0,"19,21",14.0,"22,98",13.0,"22,35",14.0,"25,05"
КНЕЖА,Основно училище Васил Левски,4.0,55.0,4.0,42.19,5.0,45.6,5.0,29.45,4.0,"27,13",4.0,26,7.0,"43,64",7.0,"17,18",6.0,"12,33",6.0,"19,67",12.0,"20,42",11.0,"16,18"
КНЕЖА,СУ Неофит Рилски,10.0,22.25,12.0,16.83,12.0,22.67,13.0,12.1,13.0,"19,27",14.0,"12,79",10.0,"25,9",12.0,"17,54",18.0,"14,44",17.0,"14,93",15.0,"31,5",14.0,"19,79"
ГУЛЯНЦИ,Основно училище Христо Ботев,8.0,42.44,8.0,43.88,9.0,38.17,9.0,11.67,4.0,"30,88",4.0,"17,25",9.0,"49,22",9.0,"26,39",12.0,"44,08",13.0,"28,79",10.0,"33,4",10.0,"32,15"
ПЛОВДИВ,Частно средно бизнес училище Талантите,4.0,36.25,4.0,33.81,6.0,61.42,6.0,41.0,,,,,,,,,,,,,,,,
РОДОПИ,Частно основно училище Слънчев лъч,2.0,71.0,2.0,73.38,5.0,76.0,5.0,43.8,1.0,85,1.0,"83,25",5.0,"79,3",5.0,"61,65",3.0,"74,50",3.0,"47,67",1.0,"69,5",1.0,"38,25"
АСЕНОВГРАД,Основно училище Ангел Кънчев,54.0,65.95,54.0,45.69,41.0,64.48,41.0,37.66,55.0,"60,95",55.0,"40,42",53.0,"65,53",53.0,"42,74",41.0,"59,52",41.0,"42,29",48.0,"62,17",48.0,"34,74"
АСЕНОВГРАД,Основно училище Христо Ботев,66.0,66.43,65.0,54.1,69.0,62.83,69.0,36.56,64.0,"66,8",64.0,"40,68",83.0,"66,12",83.0,"40,12",68.0,"68,16",68.0,"50,72",68.0,"65,96",68.0,"47,81"
АСЕНОВГРАД,Основно училище Отец Паисий Асеновград,39.0,62.24,39.0,38.35,52.0,54.8,52.0,31.0,42.0,"57,74",42.0,"30,6",47.0,"59,05",47.0,"33,08",44.0,"60,44",44.0,"36,50",42.0,"57,61",42.0,"37,4"
АСЕНОВГРАД,Основно училище Петко Каравелов,87.0,52.37,87.0,35.92,82.0,55.68,82.0,32.94,93.0,"52,75",93.0,"31,16",114.0,"58,54",113.0,"34,32",91.0,"59,33",91.0,"38,21",93.0,"58,41",93.0,"35,51"
АСЕНОВГРАД,Основно училище Никола Йонков Вапцаров,43.0,6.59,39.0,15.54,46.0,6.54,47.0,10.94,46.0,"8,07",50.0,"9,66",49.0,"7,53",50.0,"11,78",60.0,"6,50",66.0,"12,27",68.0,"7,74",65.0,"10,97"
АСЕНОВГРАД,Основно училище Панайот Волов,17.0,54.18,17.0,42.32,24.0,42.29,22.0,26.51,31.0,"55,32",30.0,"34,97",18.0,"57,94",18.0,"43,57",37.0,"52,12",37.0,"35,61",25.0,"56,44",25.0,"39,49"
АСЕНОВГРАД,Основно училище Професор доктор Асен Златаров,16.0,34.84,15.0,16.07,14.0,22.46,13.0,9.52,15.0,"28,57",13.0,"11,46",12.0,"34,25",13.0,"16,37",18.0,"24,19",17.0,"16,00",16.0,"40,03",18.0,"16,47"
АСЕНОВГРАД,Основно училище Отец Паисий,6.0,43.75,6.0,35.33,8.0,48.13,8.0,27.63,1.0,56,1.0,"57,5",10.0,39,10.0,"32,9",11.0,"61,32",11.0,"44,32",12.0,"31,96",12.0,"28,38"
АСЕНОВГРАД,Основно училище Климент Охридски,6.0,51.17,6.0,38.67,7.0,14.21,7.0,10.0,7.0,"32,79",7.0,"36,11",9.0,"25,72",9.0,"17,94",20.0,"35,30",20.0,"20,18",11.0,"37,14",11.0,"24,45"
АСЕНОВГРАД,СУ Свети княз Борис I,47.0,52.77,47.0,39.13,51.0,61.93,51.0,42.4,67.0,"56,99",67.0,"37,74",44.0,64,44.0,"44,36",41.0,"55,21",41.0,"38,65",45.0,"59,39",45.0,"37,39"
АСЕНОВГРАД,Основно училище Отец Паисий,16.0,48.31,16.0,37.28,17.0,37.85,17.0,16.46,21.0,"47,71",21.0,"19,11",18.0,"41,78",18.0,"21,46",20.0,"38,10",20.0,"22,41",21.0,"42,48",21.0,"14,58"
АСЕНОВГРАД,СУ Свети свети Кирил и Методий,54.0,50.68,54.0,34.07,54.0,61.6,54.0,35.35,73.0,"52,64",73.0,"33,08",73.0,"58,29",72.0,"36,27",74.0,"51,84",74.0,"34,82",53.0,"58,68",53.0,"39,14"
БРЕЗОВО,Основно училище Свети Свети Кирил и Методий,5.0,41.1,5.0,18.8,9.0,38.39,9.0,25.39,12.0,"23,21",12.0,"8,6",9.0,"30,83",9.0,"13,89",7.0,"19,00",7.0,"13,57",13.0,"27,12",13.0,"15,1"
БРЕЗОВО,СУ Христо Смирненски,28.0,28.43,28.0,21.2,34.0,34.65,34.0,21.19,40.0,"24,89",39.0,"12,77",38.0,"28,04",37.0,"15,16",40.0,"34,28",40.0,"18,96",37.0,"25,26",36.0,"16,36"
КУКЛЕН,СУ Отец Паисий,42.0,50.62,42.0,37.78,61.0,55.04,60.0,29.74,40.0,"50,14",40.0,"32,78",55.0,"52,81",54.0,"35,44",54.0,"47,74",54.0,"30,05",33.0,"61,3",33.0,"43,26"
КАЛОЯНОВО,Основно училище Иван Вазов,32.0,53.52,32.0,30.91,17.0,46.12,17.0,19.31,24.0,"39,54",24.0,"22,03",23.0,49,23.0,"41,47",19.0,"39,18",20.0,"28,64",16.0,"24,25",16.0,"13,02"
КАЛОЯНОВО,Основно училище Христо Смирненски,11.0,67.23,11.0,40.5,13.0,61.35,13.0,36.48,5.0,"65,7",5.0,"33,35",9.0,"58,11",9.0,"38,47",7.0,"53,64",7.0,"27,93",,,,
КАЛОЯНОВО,ОУ Христо Ботев,10.0,30.15,10.0,17.68,13.0,38.08,13.0,21.48,9.0,"14,17",7.0,"10,71",12.0,"25,21",12.0,"22,94",9.0,"25,67",9.0,"15,56",13.0,"31,62",13.0,"16,5"
КАЛОЯНОВО,Основно училище Христо Ботев,11.0,53.95,11.0,33.16,11.0,44.5,11.0,18.75,14.0,"41,14",14.0,"19,04",5.0,"43,5",5.0,"15,15",9.0,"36,11",9.0,"17,81",12.0,"43,08",12.0,"26,81"
КАЛОЯНОВО,Основно Училище Отец Паисий,15.0,23.5,15.0,25.68,10.0,12.45,10.0,29.5,6.0,30,6.0,"45,83",6.0,"16,75",6.0,"31,33",11.0,"15,32",11.0,"24,27",11.0,"22,18",11.0,"19,92"
КАРЛОВО,СУ Васил Левски,134.0,60.66,134.0,43.16,140.0,62.95,140.0,33.25,109.0,"59,34",109.0,"32,2",106.0,"60,33",106.0,"34,29",103.0,"64,50",103.0,"39,90",93.0,"60,46",93.0,"33,24"
КАРЛОВО,СУ Христо Проданов,55.0,54.35,55.0,36.12,57.0,53.16,57.0,28.29,48.0,"51,66",47.0,"24,06",54.0,"48,98",55.0,"27,49",42.0,"54,80",42.0,"32,76",53.0,"55,7",53.0,"25,26"
СОПОТ,СУ Иван Вазов,37.0,38.26,37.0,23.75,66.0,45.72,66.0,16.75,52.0,"43,31",53.0,"15,76",51.0,"49,24",51.0,"22,62",47.0,"42,62",47.0,"24,98",74.0,"45,41",74.0,"21,23"
КАРЛОВО,Основно училище Св Св Кирил и Методий,101.0,54.56,101.0,43.25,81.0,51.77,80.0,38.58,108.0,"50,24",108.0,"24,48",111.0,"59,73",111.0,"35,12",84.0,"50,61",83.0,"41,86",102.0,"52,5",102.0,"28,97"
КАРЛОВО,Основно училище Райно Попович,38.0,24.01,37.0,17.73,31.0,24.76,31.0,13.96,35.0,"23,04",33.0,"12,26",35.0,"23,61",34.0,"16,48",38.0,"18,82",36.0,"15,47",28.0,"18,41",27.0,"14,04"
КАРЛОВО,СУ Христо Ботев,18.0,60.64,18.0,26.46,21.0,56.5,21.0,24.51,16.0,"40,53",16.0,"14,45",23.0,"50,48",23.0,"22,74",11.0,"56,00",11.0,"33,95",20.0,"60,13",20.0,"21,11"
КАРЛОВО,Основно училище Христо Г Данов,61.0,18.15,61.0,16.75,43.0,21.2,39.0,13.06,40.0,"20,64",41.0,"9,9",54.0,"16,58",55.0,"13,66",38.0,"16,97",39.0,"12,00",38.0,"20,11",38.0,"11,69"
КАРЛОВО,Основно училище Васил Левски,23.0,21.11,25.0,17.02,24.0,19.77,23.0,12.41,18.0,"17,83",18.0,"8,28",27.0,"24,39",27.0,"13,52",29.0,"9,31",29.0,"12,73",27.0,"16,33",27.0,"12,26"
КАРЛОВО,Основно училище Свети Свети Кирил и Методий,17.0,33.32,16.0,24.17,16.0,37.81,17.0,18.44,18.0,"33,36",18.0,"14,54",21.0,"32,26",19.0,"16,54",22.0,"32,70",22.0,"16,61",17.0,"35,12",17.0,"17,41"
КАРЛОВО,Основно училище Неофит Рилски,15.0,18.17,14.0,17.86,16.0,16.47,16.0,9.73,15.0,"12,8",15.0,"11,53",12.0,"13,29",11.0,"13,64",23.0,"12,37",21.0,"12,38",15.0,"14,43",14.0,"9,82"
КАРЛОВО,Основно училище Генерал Карцов,17.0,20.65,15.0,20.75,21.0,18.69,21.0,12.02,22.0,"27,93",22.0,"13,42",23.0,"13,85",23.0,"14,61",21.0,"15,50",21.0,"14,45",25.0,20,25.0,"12,45"
КАРЛОВО,Основно училище Христо Груев Данов,16.0,20.09,16.0,17.0,12.0,30.92,12.0,16.27,20.0,"42,03",20.0,"18,05",19.0,"34,58",17.0,"17,24",11.0,"41,50",12.0,"13,33",12.0,"36,04",13.0,"12,1"
КРИЧИМ,СУ Петко Рачов Славейков,55.0,34.07,56.0,29.88,40.0,40.4,39.0,24.79,50.0,"38,28",51.0,"22,24",32.0,"27,19",30.0,"19,38",62.0,"30,03",59.0,"18,94",64.0,"26,93",60.0,"19,87"
ЛЪКИ,СУ Христо Ботев,12.0,55.63,12.0,41.54,15.0,59.2,15.0,31.87,5.0,"63,3",5.0,44,12.0,"56,13",12.0,"30,23",10.0,"57,75",10.0,"41,48",13.0,"56,73",13.0,"26,48"
МАРИЦА,Основно училище Св Климент Охридски,12.0,27.0,11.0,22.82,10.0,26.4,10.0,14.05,9.0,"15,39",7.0,"10,89",12.0,"17,08",10.0,"12,6",15.0,"28,07",13.0,"17,29",15.0,"36,27",15.0,"19,77"
МАРИЦА,Основно училище Св Св Кирил и Методий,9.0,17.67,8.0,20.47,9.0,15.44,9.0,10.53,11.0,"31,77",11.0,"25,25",13.0,"25,62",12.0,"19,29",20.0,"28,63",16.0,"32,77",11.0,"54,32",10.0,"42,75"
МАРИЦА,Основно училище Дядо Иван Арабаджията,17.0,61.71,17.0,36.99,6.0,64.58,6.0,29.38,11.0,"69,41",11.0,"34,14",14.0,"53,54",14.0,"26,11",12.0,"65,29",12.0,"44,08",18.0,"58,56",18.0,"38,49"
МАРИЦА,Основно училище Георги Бенковски,16.0,46.13,16.0,38.52,10.0,56.85,11.0,36.25,12.0,"38,21",11.0,"16,75",7.0,"51,5",8.0,"30,66",7.0,"18,71",7.0,"15,43",4.0,"43,75",4.0,"29,19"
МАРИЦА,Основно училище Граф Николай Игнатиев,15.0,42.73,12.0,33.63,19.0,53.58,19.0,25.5,10.0,"51,6",10.0,"37,05",15.0,"48,17",13.0,"30,58",23.0,"36,93",22.0,"27,18",12.0,"50,08",12.0,"18,42"
МАРИЦА,Основно училище Христо Смирненски,10.0,42.85,9.0,24.0,7.0,37.71,7.0,19.07,8.0,"61,75",8.0,"28,56",18.0,"58,69",18.0,"30,92",9.0,"35,61",9.0,"16,00",18.0,"61,44",18.0,"38,39"
МАРИЦА,Основно училище Свети Свети Кирил и Методий,19.0,18.61,20.0,21.7,17.0,29.18,17.0,13.72,14.0,"30,11",14.0,"13,43",11.0,"23,23",11.0,"24,86",10.0,"26,50",10.0,"20,90",13.0,"42,5",13.0,"26,15"
МАРИЦА,СУ Васил Левски,19.0,32.32,16.0,18.64,31.0,31.74,31.0,16.87,43.0,"38,02",44.0,"19,52",30.0,"35,13",30.0,"18,44",24.0,"41,38",24.0,"20,03",34.0,"38,09",33.0,"18,51"
МАРИЦА,СУ Свети свети Кирил и Методий,37.0,35.18,34.0,24.6,17.0,16.03,12.0,13.46,27.0,"22,83",23.0,"13,9",35.0,"36,29",32.0,"26,94",21.0,"21,90",22.0,"12,98",37.0,"24,47",32.0,"17,05"
МАРИЦА,Основно училище Васил Левски,28.0,51.09,28.0,33.78,36.0,51.29,36.0,27.83,22.0,"37,64",21.0,"23,33",24.0,"41,9",23.0,"27,83",37.0,"55,36",37.0,"40,73",33.0,"48,79",33.0,"32,3"
МАРИЦА,Основно Училище Свети Свети Кирил и Методий,23.0,44.52,23.0,33.03,19.0,47.32,19.0,34.74,13.0,"43,92",13.0,"29,12",14.0,"53,07",14.0,"30,09",19.0,"34,37",19.0,"27,80",28.0,"51,14",28.0,"31,7"
ПЪРВОМАЙ,Основно училище Свети Свети Кирил и Методий,13.0,22.46,13.0,21.19,22.0,23.41,22.0,12.81,21.0,24,20.0,"10,74",14.0,"29,43",13.0,"14,08",14.0,"25,50",15.0,"13,25",20.0,"32,05",20.0,"15,03"
ПЪРВОМАЙ,Основно Училище Георги Караславов,24.0,43.54,24.0,23.29,16.0,35.44,16.0,13.36,32.0,"31,34",33.0,"14,63",15.0,"24,87",15.0,"13,85",13.0,"33,58",13.0,"21,88",26.0,"43,06",26.0,"18,61"
ПЪРВОМАЙ,Основно училище Христо Ботев,17.0,40.74,16.0,20.2,25.0,39.9,26.0,16.02,21.0,"35,79",20.0,"14,69",28.0,"39,04",27.0,"18,59",23.0,"30,72",23.0,"17,03",33.0,"28,88",34.0,"14,88"
ПЪРВОМАЙ,Основно училище Отец Паисий,9.0,23.17,9.0,19.08,7.0,6.57,8.0,14.13,4.0,"21,75",4.0,"17,88",11.0,29,11.0,"15,64",12.0,"32,13",12.0,"21,13",13.0,"15,42",13.0,"15,7"
ПЪРВОМАЙ,Основно училище Свети Свети Кирил и Методий,8.0,27.88,8.0,17.13,5.0,13.2,5.0,13.0,8.0,"15,75",8.0,"9,09",8.0,"20,88",8.0,"15,06",9.0,"25,17",9.0,"11,00",9.0,"50,56",10.0,"13,7"
ПЪРВОМАЙ,Основно училище Васил Априлов,9.0,19.78,9.0,19.67,4.0,29.88,3.0,13.67,4.0,"33,63",4.0,"23,75",7.0,"24,57",7.0,"16,36",3.0,"34,67",4.0,"26,56",6.0,"22,58",6.0,"8,83"
ПЪРВОМАЙ,Основно училище Св Св Кирил и Методий,10.0,20.8,10.0,19.1,9.0,24.94,9.0,13.06,9.0,"43,83",9.0,"34,67",10.0,"28,95",10.0,"25,25",12.0,"25,21",12.0,"22,06",10.0,"27,95",10.0,"13,57"
ПЪРВОМАЙ,Основно училище Любен Каравелов,5.0,22.9,5.0,21.35,6.0,21.58,6.0,15.83,13.0,"30,46",13.0,"36,23",4.0,"33,88",4.0,"23,63",2.0,"29,25",2.0,"27,50",10.0,"38,6",10.0,18
ПЪРВОМАЙ,Основно училище Д-р Петър Берон,3.0,17.0,3.0,27.42,2.0,32.75,2.0,13.63,4.0,"54,38",4.0,"38,31",,,,,3.0,"36,33",3.0,"40,08",3.0,"39,83",3.0,"36,17"
ПЪРВОМАЙ,ОУ Христо Ботев,,,,,,,,,,,,,,,,,5.0,"43,90",5.0,"17,70",6.0,"41,17",6.0,"22,61"
ПЪРВОМАЙ,СУ Проф д-р Асен Златаров,91.0,56.42,91.0,34.56,84.0,53.2,84.0,25.8,80.0,"52,19",80.0,"27,56",92.0,"57,03",92.0,"38,94",62.0,"54,35",63.0,"32,77",49.0,"62,8",49.0,"35,9"
ПЕРУЩИЦА,ОСНОВНО УЧИЛИЩЕ ПЕТЪР БОНЕВ,29.0,47.14,29.0,37.38,38.0,44.53,38.0,22.45,32.0,"40,14",33.0,"21,28",32.0,"46,42",32.0,"38,99",39.0,"35,22",39.0,"24,42",36.0,"47,86",37.0,"21,62"
РАКОВСКИ,Основно училище Христо Ботев,79.0,58.58,79.0,43.27,80.0,58.4,79.0,37.8,65.0,"58,4",65.0,"37,55",81.0,"56,43",80.0,"35,7",71.0,"54,23",69.0,"38,87",51.0,"62,84",50.0,"46,47"
РАКОВСКИ,Основно училище Христо Смирненски,52.0,51.66,51.0,36.19,63.0,40.41,62.0,25.6,56.0,"41,79",56.0,"21,91",65.0,"47,22",61.0,"37,12",46.0,"41,33",49.0,"25,23",37.0,"55,28",42.0,"23,81"
РАКОВСКИ,Основно училище Отец Паисий,29.0,24.12,26.0,17.24,29.0,44.07,29.0,21.66,26.0,"26,4",28.0,"20,84",26.0,"29,83",25.0,"21,02",28.0,"36,45",25.0,"23,40",30.0,"25,63",30.0,"20,42"
РАКОВСКИ,Основно училище Д-р Петър Берон,13.0,30.04,13.0,19.69,21.0,33.17,20.0,11.08,34.0,"21,78",35.0,"12,49",16.0,"31,56",16.0,"21,19",11.0,"33,95",12.0,"18,27",13.0,"30,85",13.0,"12,44"
РАКОВСКИ,Основно училище Гео Милев,45.0,38.03,46.0,20.65,64.0,40.1,64.0,21.77,47.0,"39,55",45.0,"24,68",71.0,"29,21",69.0,"20,82",41.0,"34,23",41.0,"18,54",37.0,"26,09",35.0,"18,47"
РОДОПИ,Основно училище Пенчо Славейков,17.0,51.94,18.0,35.83,21.0,65.88,21.0,43.02,10.0,"67,5",10.0,"48,6",18.0,"61,86",18.0,"47,24",14.0,"50,68",12.0,"46,23",12.0,"55,29",12.0,"35,79"
РОДОПИ,Основно училище Св Св Кирил и Методий,24.0,40.92,24.0,28.72,31.0,54.08,31.0,26.97,29.0,"40,19",29.0,"20,66",34.0,"46,97",32.0,"34,5",19.0,"51,74",19.0,"36,33",31.0,"49,52",31.0,"31,77"
РОДОПИ,Основно училище Васил Левски,12.0,66.83,12.0,45.33,14.0,70.29,14.0,35.57,15.0,"62,43",15.0,"37,97",6.0,"57,42",6.0,"50,83",9.0,"51,00",9.0,"21,75",,,,
РОДОПИ,Основно училище Христо Ботев,16.0,43.31,15.0,28.63,23.0,55.24,23.0,25.82,18.0,32,18.0,"16,18",17.0,"46,91",17.0,"27,24",11.0,"32,77",11.0,"23,20",13.0,"37,69",13.0,"19,88"
РОДОПИ,Основно училище Свети Свети Кирил и Методий,7.0,44.43,7.0,27.75,8.0,35.31,8.0,18.53,6.0,"32,42",6.0,"39,42",9.0,"37,78",8.0,"41,88",10.0,"31,70",10.0,"25,15",6.0,"37,5",6.0,"27,38"
РОДОПИ,Основно училище Св св Кирил и Методий,27.0,61.13,27.0,51.25,22.0,61.36,22.0,37.06,18.0,"61,47",18.0,"36,81",14.0,"67,89",14.0,"47,8",12.0,"62,46",12.0,"40,48",7.0,"66,07",7.0,"44,61"
РОДОПИ,Основно училище Свети Свети Кирил и Методий,12.0,62.5,12.0,52.9,22.0,47.77,22.0,30.81,18.0,"59,89",18.0,"37,42",11.0,"51,27",11.0,"35,39",18.0,"55,22",18.0,"46,07",19.0,"63,05",19.0,"40,84"
РОДОПИ,Основно училище Свети свети Кирил и Методий,17.0,48.09,17.0,30.32,17.0,57.12,17.0,34.69,16.0,"46,59",16.0,24,11.0,"40,14",11.0,"30,7",19.0,"47,76",19.0,"33,95",21.0,"44,07",21.0,"27,43"
РОДОПИ,Основно Училище Паисий Хилендарски,13.0,45.81,13.0,30.88,24.0,51.27,24.0,29.64,30.0,"51,8",31.0,"31,46",28.0,"45,05",27.0,"28,91",15.0,"39,20",15.0,"25,93",23.0,"53,17",23.0,"30,22"
РОДОПИ,Основно училище Неофит Рилски,21.0,54.57,21.0,42.5,21.0,47.26,21.0,25.13,8.0,"28,25",8.0,"9,5",20.0,"48,35",20.0,"28,45",18.0,"60,56",18.0,"36,14",14.0,"29,07",6.0,"21,83"
РОДОПИ,Основно училище Христо Ботев,10.0,67.7,10.0,55.08,12.0,52.75,12.0,19.79,23.0,"64,22",23.0,"40,88",20.0,"65,75",20.0,"37,96",9.0,"55,50",9.0,"24,11",16.0,"63,47",16.0,"28,86"
САДОВО,Основно училище Христо Ботев,11.0,41.95,11.0,31.0,15.0,60.37,15.0,35.05,17.0,"55,97",17.0,"30,38",15.0,"52,63",15.0,"41,07",22.0,"42,59",22.0,"24,15",23.0,"55,65",23.0,"35,03"
САДОВО,Основно Училище Гео Милев,19.0,29.74,19.0,22.05,19.0,34.66,19.0,17.03,15.0,"11,4",16.0,"12,84",22.0,"22,59",22.0,"14,92",14.0,"10,50",14.0,"13,88",19.0,"9,97",18.0,"13,39"
САДОВО,Основно училище Свети Свети Кирил и Методий,12.0,26.88,11.0,18.64,9.0,20.78,9.0,9.89,11.0,"27,32",11.0,"12,75",9.0,"20,67",9.0,"14,61",17.0,"42,71",17.0,"22,29",9.0,"23,28",9.0,"12,39"
САДОВО,Основно училище Христо Ботев,16.0,40.66,16.0,24.7,25.0,38.78,25.0,24.66,18.0,"37,11",20.0,"19,76",23.0,"46,46",23.0,"29,39",27.0,"30,35",26.0,"22,67",17.0,"27,82",17.0,"22,88"
САДОВО,Основно училище Княз Борис Първи,11.0,13.14,10.0,17.13,16.0,16.41,16.0,11.73,16.0,"10,72",15.0,"11,67",19.0,"13,53",19.0,"14,04",15.0,"13,10",13.0,"14,31",15.0,"18,87",14.0,"16,7"
САДОВО,Основно училище Васил Левски,8.0,44.88,8.0,28.31,20.0,33.25,20.0,19.44,10.0,"23,05",10.0,"12,65",16.0,"40,38",17.0,"25,57",17.0,"33,88",17.0,"24,01",22.0,"38,59",21.0,"33,25"
САДОВО,Основно училище Георги Сава Раковски,14.0,46.0,14.0,39.39,27.0,28.85,27.0,29.42,26.0,"33,02",25.0,"18,6",15.0,"32,93",15.0,"29,03",15.0,"22,47",17.0,"22,26",33.0,"25,39",35.0,"18,96"
СТАМБОЛИЙСКИ,Основно училище Христо Ботев,18.0,25.11,18.0,20.46,12.0,41.33,12.0,16.38,14.0,"22,21",14.0,"10,14",16.0,"30,19",16.0,"32,17",19.0,"15,58",20.0,"12,20",13.0,"19,42",13.0,"12,98"
СТАМБОЛИЙСКИ,Основно училище Св Св Кирил и Методий,12.0,15.42,11.0,37.61,16.0,33.59,16.0,17.89,16.0,"26,97",16.0,"13,31",11.0,"18,18",11.0,"16,89",21.0,"37,55",21.0,"23,64",17.0,"25,79",16.0,"13,78"
СТАМБОЛИЙСКИ,Основно училище Христо Смирненски,8.0,13.13,8.0,16.5,9.0,11.44,9.0,14.44,13.0,"9,65",11.0,"10,27",15.0,"11,67",15.0,"15,2",15.0,"9,37",15.0,"10,83",16.0,"16,56",16.0,"12,69"
СТАМБОЛИЙСКИ,ОУ Христо Ботев гр Стамболийски,18.0,12.78,18.0,15.78,17.0,11.74,16.0,12.94,22.0,"9,25",19.0,"12,33",14.0,"10,79",14.0,"10,71",15.0,"8,37",15.0,"12,75",11.0,"10,77",11.0,"10,18"
СТАМБОЛИЙСКИ,Основно училище Христо Смирненски,37.0,50.38,36.0,47.12,24.0,57.21,24.0,41.51,33.0,"52,77",34.0,"32,9",19.0,"51,97",19.0,"35,21",27.0,"55,59",27.0,"46,65",26.0,"64,15",26.0,"43,27"
СТАМБОЛИЙСКИ,Основно училище Васил Левски,11.0,25.23,11.0,19.66,11.0,15.95,11.0,10.82,17.0,"19,44",17.0,"11,32",15.0,"18,9",15.0,"16,15",15.0,"21,93",15.0,"14,53",14.0,"18,07",14.0,"13,2"
СТАМБОЛИЙСКИ,СУ Отец Паисий,49.0,52.48,49.0,37.58,53.0,53.8,53.0,31.95,49.0,"53,81",49.0,"32,13",69.0,"54,27",68.0,"36,29",55.0,"53,70",55.0,"39,09",56.0,"58,88",56.0,"33,34"
СЪЕДИНЕНИЕ,СУ Христо Ботев,22.0,42.36,23.0,26.4,37.0,39.39,33.0,24.02,41.0,"45,77",42.0,"22,53",34.0,"35,84",34.0,"20,54",33.0,"32,05",31.0,"20,47",48.0,"46,89",47.0,"26,71"
ХИСАРЯ,Основно училище Христо Ботев,4.0,22.75,4.0,19.25,5.0,12.0,4.0,10.75,2.0,"16,5",2.0,9,6.0,"17,58",6.0,"18,25",4.0,"25,00",4.0,"14,00",5.0,"16,2",4.0,"11,88"
ХИСАРЯ,Основно училище Васил Левски,9.0,56.28,9.0,22.0,10.0,55.6,10.0,24.58,15.0,"35,9",15.0,"19,33",13.0,"53,54",14.0,"34,32",11.0,"41,64",11.0,"21,68",14.0,"49,79",13.0,"20,81"
ХИСАРЯ,Основно училище Климент Охридски,24.0,43.67,24.0,32.7,18.0,58.06,18.0,25.11,30.0,"52,92",30.0,"24,5",6.0,"38,67",6.0,"20,71",16.0,"48,38",16.0,"23,23",21.0,"58,83",21.0,"20,59"
ХИСАРЯ,ОУ Христо Ботев,9.0,18.5,9.0,20.22,6.0,25.17,5.0,14.6,10.0,"18,65",9.0,"10,89",9.0,"29,17",9.0,"16,17",9.0,"24,56",7.0,"18,29",7.0,"34,79",8.0,"14,97"
ХИСАРЯ,СУ Христо Смирненски,45.0,58.7,45.0,34.47,40.0,56.29,40.0,33.09,21.0,"41,07",20.0,"20,98",33.0,"51,92",33.0,"30,87",29.0,"50,16",29.0,"26,33",25.0,"57,86",25.0,"25,09"
ПЛОВДИВ,Основно училище Алеко Константинов,98.0,72.9,98.0,60.92,102.0,74.17,102.0,58.15,77.0,"72,58",77.0,"56,49",73.0,"72,97",73.0,"57,1",80.0,"74,79",80.0,"61,02",115.0,"75,38",115.0,"54,37"
ПЛОВДИВ,ОУ Виктория и Крикор Тютюнджян,24.0,60.96,24.0,46.2,43.0,68.67,43.0,46.4,44.0,"67,06",44.0,"43,35",42.0,"67,36",42.0,"52,12",43.0,"64,36",43.0,"49,30",37.0,"70,27",37.0,"45,29"
ПЛОВДИВ,Основно училище Гео Милев,17.0,15.97,17.0,18.15,16.0,17.38,16.0,15.75,10.0,"13,5",11.0,"13,27",15.0,"17,83",15.0,"10,78",19.0,"11,97",19.0,"14,37",25.0,"18,2",23.0,"12,22"
ПЛОВДИВ,Основно Училище Д-р Петър Берон,44.0,63.94,44.0,47.61,66.0,71.95,65.0,45.2,53.0,"69,2",53.0,"47,1",71.0,"66,93",71.0,"49,92",41.0,"71,73",41.0,"44,59",61.0,"69,81",61.0,"46,48"
ПЛОВДИВ,Основно Училище Душо Хаджидеков,126.0,67.34,126.0,58.01,155.0,74.36,154.0,51.69,139.0,"69,96",139.0,"48,16",140.0,"74,62",139.0,"63,62",118.0,"74,13",118.0,"62,64",112.0,72,112.0,"52,88"
ПЛОВДИВ,Основно училище Екзарх Антим I,77.0,68.32,77.0,60.71,73.0,66.33,73.0,45.37,75.0,"68,55",75.0,"49,73",75.0,"69,1",75.0,"56,01",80.0,"70,65",80.0,"60,12",47.0,"65,14",47.0,"45,41"
