ГР.БАНСКО,9306,7376,116,1814,8275,7376,44,855
ГР.ДОБРИНИЩЕ,2831,2348,43,440,2623,2348,70,205
С.ГОСТУН,37,31,3,3,55,31,21,3
С.КРЕМЕН,177,149,4,24,207,149,15,43
С.МЕСТА,246,188,21,37,240,188,17,35
С.ОБИДИМ,85,54,13,18,102,54,18,30
С.ОСЕНОВО,58,45,1,12,61,45,5,11
С.ФИЛИПОВО,666,589,0,77,627,589,11,27
ГР.БЕЛИЦА,3437,2929,73,435,3098,2929,27,142
С.БАБЯК,793,691,22,80,745,691,35,19
С.ГОРНО КРАИЩЕ,1253,1147,43,63,1202,1147,35,20
С.ГЪЛЪБОВО,45,35,4,6,55,35,15,5
С.ДАГОНОВО,796,713,8,75,740,713,15,12
С.ЗЛАТАРИЦА,81,68,1,12,110,68,34,8
С.КРАИЩЕ,2618,2316,87,215,2429,2316,58,55
С.КУЗЬОВО,272,214,30,28,261,214,39,8
С.ЛЮТОВО,223,195,7,21,220,195,22,3
С.ОРЦЕВО,185,154,21,10,182,154,21,7
С.ПАЛАТИК,231,193,17,21,238,193,36,9
С.ЧЕРЕШОВО,293,233,45,15,256,233,21,2
ГР.БЛАГОЕВГРАД,82163,66923,1208,14032,74915,66923,568,7424
С.БЕЛО ПОЛЕ,11045,585,38,10422,661,585,40,36
С.БИСТРИЦА,207,26,5,176,74,26,46,2
С.БУЧИНО,85,37,10,38,55,37,16,2
С.БЪЛГАРЧЕВО,272,199,20,53,288,199,74,15
С.ГАБРОВО,64,8,5,51,18,8,9,1
С.ГОРНО ХЪРСОВО,55,41,11,3,104,41,62,1
С.ДЕБОЧИЦА,40,7,5,28,26,7,14,5
С.ДЕЛВИНО,63,27,8,28,86,27,59,0
С.ДРЕНКОВО,70,49,20,1,58,49,8,1
С.ДЪБРАВА,592,29,39,524,107,29,75,3
С.ЕЛЕНОВО,425,164,16,245,179,164,9,6
С.ЗЕЛЕНДОЛ,206,156,31,19,210,156,52,2
С.ИЗГРЕВ,717,458,59,200,559,458,79,22
С.КЛИСУРА,22,9,1,12,16,9,7,0
С.ЛЕШКО,1018,120,17,881,225,120,99,6
С.ЛИСИЯ,10,3,0,7,6,3,2,1
С.ЛОГОДАЖ,3011,182,27,2802,318,182,121,15
С.МАРУЛЕВО,530,24,5,501,96,24,70,2
С.МОЩАНЕЦ,22,20,2,0,54,20,32,2
С.ОБЕЛ,41,22,6,13,32,22,9,1
С.ПАДЕШ,582,479,53,50,585,479,82,24
С.ПОКРОВНИК,2730,791,98,1841,920,791,113,16
С.РИЛЦИ,4913,720,135,4058,797,720,49,28
С.СЕЛИЩЕ,256,177,9,70,319,177,136,6
С.ЦЕРОВО,734,694,12,28,706,694,9,3
ГР.ГОЦЕ ДЕЛЧЕВ,22182,19043,135,3004,20150,19043,198,909
С.БАНИЧАН,599,504,23,72,558,504,15,39
