ГР.БАНСКО,9532,7702,84,1746,9029,7702,46,1281
ГР.ДОБРИНИЩЕ,2775,2337,38,400,2564,2337,43,184
С.ГОСТУН,32,26,1,5,39,26,12,1
С.КРЕМЕН,139,109,10,20,142,109,14,19
С.МЕСТА,211,157,18,36,204,157,17,30
С.ОБИДИМ,76,52,10,14,86,52,14,20
С.ОСЕНОВО,38,31,0,7,47,31,4,12
С.ФИЛИПОВО,650,586,0,64,608,586,11,11
ГР.БЕЛИЦА,3297,2833,44,420,3022,2833,51,138
С.БАБЯК,745,664,18,63,711,664,23,24
С.ГОРНО КРАИЩЕ,1249,1138,26,85,1184,1138,31,15
С.ГЪЛЪБОВО,33,27,4,2,35,27,7,1
С.ДАГОНОВО,790,704,11,75,731,704,7,20
С.ЗЛАТАРИЦА,81,65,7,9,80,65,15,0
С.КРАИЩЕ,2643,2343,56,244,2458,2343,49,66
С.КУЗЬОВО,258,210,23,25,234,210,22,2
С.ЛЮТОВО,214,187,6,21,213,187,17,9
С.ОРЦЕВО,155,137,12,6,151,137,8,6
С.ПАЛАТИК,213,181,17,15,196,181,11,4
С.ЧЕРЕШОВО,263,227,27,9,239,227,10,2
ГР.БЛАГОЕВГРАД,82261,65947,1477,14837,73438,65947,494,6997
С.БЕЛО ПОЛЕ,11461,552,36,10873,613,552,28,33
С.БИСТРИЦА,611,22,4,585,61,22,39,0
С.БУЧИНО,138,28,5,105,67,28,37,2
С.БЪЛГАРЧЕВО,728,205,18,505,374,205,152,17
С.ГАБРОВО,813,11,3,799,38,11,23,4
С.ГОРНО ХЪРСОВО,591,58,6,527,128,58,69,1
С.ДЕБОЧИЦА,56,9,3,44,24,9,11,4
С.ДЕЛВИНО,604,26,10,568,122,26,93,3
С.ДРЕНКОВО,50,33,12,5,71,33,38,0
С.ДЪБРАВА,631,27,33,571,152,27,121,4
С.ЕЛЕНОВО,558,191,31,336,213,191,17,5
С.ЗЕЛЕНДОЛ,221,151,32,38,194,151,41,2
С.ИЗГРЕВ,754,489,55,210,612,489,98,25
С.КЛИСУРА,18,5,1,12,26,5,20,1
С.ЛЕШКО,1761,111,16,1634,188,111,71,6
С.ЛИСИЯ,8,5,0,3,9,5,3,1
С.ЛОГОДАЖ,4976,153,26,4797,306,153,133,20
С.МАРУЛЕВО,89,16,3,70,69,16,52,1
С.МОЩАНЕЦ,23,21,2,0,81,21,56,4
С.ОБЕЛ,37,17,6,14,50,17,31,2
С.ПАДЕШ,505,404,49,52,508,404,79,25
С.ПОКРОВНИК,3339,777,88,2474,890,777,99,14
С.РИЛЦИ,1712,729,93,890,846,729,79,38
С.СЕЛИЩЕ,288,153,10,125,292,153,130,9
С.ЦЕРОВО,727,671,8,48,684,671,13,0
ГР.ГОЦЕ ДЕЛЧЕВ,21799,18669,157,2973,20057,18669,226,1162
С.БАНИЧАН,585,496,27,62,538,496,22,20
С.БОРОВО,1135,986,51,98,1052,986,30,36
С.БРЕЗНИЦА,3862,3395,48,419,3439,3395,17,27
С.БУКОВО,1107,943,12,152,967,943,1,23
