ГР.БАНСКО,9495,7719,92,1684,8755,7719,43,993
ГР.ДОБРИНИЩЕ,2825,2374,44,407,2593,2374,51,168
С.ГОСТУН,28,25,0,3,44,25,16,3
С.КРЕМЕН,151,122,9,20,160,122,13,25
С.МЕСТА,223,171,19,33,231,171,22,38
С.ОБИДИМ,75,50,8,17,87,50,13,24
С.ОСЕНОВО,47,36,1,10,55,36,4,15
С.ФИЛИПОВО,659,593,0,66,623,593,11,19
ГР.БЕЛИЦА,3343,2900,39,404,3071,2900,42,129
С.БАБЯК,769,681,21,67,727,681,28,18
С.ГОРНО КРАИЩЕ,1257,1140,33,84,1185,1140,31,14
С.ГЪЛЪБОВО,35,30,4,1,40,30,8,2
С.ДАГОНОВО,790,706,10,74,737,706,8,23
С.ЗЛАТАРИЦА,77,66,5,6,87,66,20,1
С.КРАИЩЕ,2668,2380,55,233,2496,2380,55,61
С.КУЗЬОВО,262,221,22,19,248,221,24,3
С.ЛЮТОВО,222,192,6,24,220,192,19,9
С.ОРЦЕВО,166,142,16,8,155,142,7,6
С.ПАЛАТИК,219,193,13,13,208,193,9,6
С.ЧЕРЕШОВО,291,245,33,13,253,245,6,2
ГР.БЛАГОЕВГРАД,82586,67346,1211,14029,74673,67346,517,6810
С.БЕЛО ПОЛЕ,12115,589,41,11485,645,589,28,28
С.БИСТРИЦА,573,25,5,543,66,25,41,0
С.БУЧИНО,132,30,7,95,47,30,15,2
С.БЪЛГАРЧЕВО,611,215,24,372,322,215,93,14
С.ГАБРОВО,796,15,4,777,42,15,24,3
С.ГОРНО ХЪРСОВО,594,82,6,506,131,82,48,1
С.ДЕБОЧИЦА,42,11,3,28,30,11,14,5
С.ДЕЛВИНО,597,30,7,560,91,30,61,0
С.ДРЕНКОВО,53,37,13,3,45,37,7,1
С.ДЪБРАВА,628,34,36,558,129,34,90,5
С.ЕЛЕНОВО,523,187,24,312,198,187,7,4
С.ЗЕЛЕНДОЛ,225,156,29,40,199,156,42,1
С.ИЗГРЕВ,730,477,45,208,585,477,86,22
С.КЛИСУРА,18,6,0,12,13,6,7,0
С.ЛЕШКО,1323,124,14,1185,219,124,87,8
С.ЛИСИЯ,8,5,0,3,7,5,1,1
С.ЛОГОДАЖ,4653,171,27,4455,316,171,133,12
С.МАРУЛЕВО,556,19,5,532,83,19,64,0
