ГР.БАНСКО,9486,7696,91,1699,8941,7696,46,1199
ГР.ДОБРИНИЩЕ,2800,2353,40,407,2585,2353,47,185
С.ГОСТУН,30,25,1,4,44,25,16,3
С.КРЕМЕН,147,119,10,18,152,119,12,21
С.МЕСТА,218,162,19,37,208,162,18,28
С.ОБИДИМ,74,50,9,15,87,50,16,21
С.ОСЕНОВО,42,33,0,9,50,33,4,13
С.ФИЛИПОВО,659,592,0,67,619,592,11,16
ГР.БЕЛИЦА,3332,2868,41,423,3040,2868,46,126
С.БАБЯК,758,677,21,60,720,677,24,19
С.ГОРНО КРАИЩЕ,1258,1140,33,85,1185,1140,31,14
С.ГЪЛЪБОВО,33,27,4,2,36,27,7,2
С.ДАГОНОВО,786,702,9,75,728,702,7,19
С.ЗЛАТАРИЦА,78,65,5,8,84,65,19,0
С.КРАИЩЕ,2652,2351,56,245,2474,2351,57,66
С.КУЗЬОВО,261,218,21,22,243,218,22,3
С.ЛЮТОВО,219,189,6,24,215,189,17,9
С.ОРЦЕВО,161,139,14,8,153,139,8,6
С.ПАЛАТИК,217,188,15,14,203,188,9,6
С.ЧЕРЕШОВО,275,236,30,9,246,236,8,2
ГР.БЛАГОЕВГРАД,82435,66478,1393,14564,73952,66478,515,6959
С.БЕЛО ПОЛЕ,9069,568,31,8470,634,568,33,33
С.БИСТРИЦА,608,25,5,578,65,25,40,0
С.БУЧИНО,132,28,7,97,50,28,21,1
С.БЪЛГАРЧЕВО,626,213,22,391,392,213,163,16
С.ГАБРОВО,806,15,3,788,43,15,23,5
С.ГОРНО ХЪРСОВО,597,80,7,510,128,80,47,1
С.ДЕБОЧИЦА,57,10,3,44,27,10,12,5
С.ДЕЛВИНО,598,29,9,560,115,29,84,2
С.ДРЕНКОВО,53,38,12,3,72,38,31,3
С.ДЪБРАВА,626,30,34,562,139,30,104,5
С.ЕЛЕНОВО,541,183,30,328,199,183,12,4
С.ЗЕЛЕНДОЛ,220,149,33,38,191,149,40,2
С.ИЗГРЕВ,738,478,47,213,597,478,96,23
С.КЛИСУРА,19,7,0,12,26,7,19,0
С.ЛЕШКО,1411,119,16,1276,214,119,87,8
С.ЛИСИЯ,8,5,0,3,7,5,1,1
С.ЛОГОДАЖ,5012,163,27,4822,299,163,126,10
С.МАРУЛЕВО,559,18,6,535,75,18,57,0
С.МОЩАНЕЦ,24,23,1,0,49,23,22,4
С.ОБЕЛ,37,17,6,14,51,17,32,2
С.ПАДЕШ,525,424,49,52,528,424,82,22
С.ПОКРОВНИК,3485,796,85,2604,915,796,105,14
С.РИЛЦИ,5496,738,115,4643,840,738,74,28
С.СЕЛИЩЕ,282,160,10,112,292,160,120,12
С.ЦЕРОВО,724,675,6,43,687,675,11,1
ГР.ГОЦЕ ДЕЛЧЕВ,21946,18805,150,2991,20085,18805,213,1067
С.БАНИЧАН,591,504,29,58,543,504,21,18
С.БОРОВО,1146,985,52,109,1054,985,31,38
С.БРЕЗНИЦА,3869,3401,46,422,3442,3401,17,24
С.БУКОВО,1113,942,12,159,966,942,3,21
С.ГОСПОДИНЦИ,524,488,8,28,508,488,16,4
С.ДЕЛЧЕВО,36,24,6,6,27,24,3,0
С.ДОБРОТИНО,26,21,5,0,29,21,7,1
С.КОРНИЦА,2348,1613,41,694,1641,1613,10,18
С.ЛЪЖНИЦА,2069,1618,29,422,1648,1618,19,11
С.МОСОМИЩЕ,2159,1897,56,206,2083,1897,94,92
С.БАЛДЕВО,177,154,1,22,169,154,9,6
С.ГОРНО ДРЯНОВО,1066,962,16,88,1002,962,30,10
С.ГЪРМЕН,2162,1783,46,333,1883,1783,30,70
С.ДЕБРЕН,2600,2319,45,236,2381,2319,30,32
С.ДОЛНО ДРЯНОВО,1343,1191,14,138,1240,1191,18,31
С.ДЪБНИЦА,2328,1765,25,538,1938,1765,66,107
С.КОВАЧЕВИЦА,49,29,2,18,64,29,3,32
С.КРУШЕВО,264,216,14,34,239,216,8,15
С.ЛЕЩЕН,4,1,1,2,9,1,1,7
С.МАРЧЕВО,138,113,5,20,172,113,22,37
С.ОГНЯНОВО,1713,1442,76,195,1549,1442,37,70
С.ОРЕШЕ,208,157,4,47,197,157,5,35
С.ОСИКОВО,572,483,14,75,512,483,19,10
С.РИБНОВО,3095,2694,19,382,2747,2694,31,22
С.СКРЕБАТНО,268,226,10,32,240,226,2,12
С.ХВОСТЯНЕ,1401,755,33,613,795,755,14,26
ГР.КРЕСНА,3505,3052,55,398,3566,3052,31,483
С.ВЛАХИ,6,3,0,3,13,3,3,7
С.ГОРНА БРЕЗНИЦА,448,366,8,74,588,366,27,195
С.ДОЛНА ГРАДЕШНИЦА,597,506,9,82,632,506,6,120
С.ОЩАВА,50,34,1,15,88,34,9,45
С.СЛИВНИЦА,564,488,14,62,608,488,11,109
С.СТАРА КРЕСНА,45,38,0,7,95,38,0,57
ГР.ПЕТРИЧ,40690,28887,544,11259,29970,28887,349,734
С.БАСКАЛЦИ,58,49,4,5,49,49,0,0
С.БЕЛАСИЦА,1164,946,59,159,1005,946,36,23
С.БОГОРОДИЦА,37,6,2,29,12,6,5,1
С.БОРОВИЧЕНЕ,41,38,3,0,44,38,6,0
С.ВИШЛЕНЕ,44,39,4,1,44,39,4,1
С.ВОЛНО,45,8,2,35,9,8,1,0
С.ГАБРЕНЕ,966,610,38,318,716,610,61,45
С.ГЕГА,219,193,16,10,220,193,22,5
С.ГЕНЕРАЛ ТОДОРОВ,663,568,19,76,605,568,14,23
С.ГОРЧЕВО,1,1,0,0,2,1,1,0
С.ДОЛЕНЕ,13,11,1,1,12,11,0,1
С.ДОЛНА КРУШИЦА,161,143,13,5,161,143,15,3
С.ДОЛНА РИБНИЦА,387,282,23,82,306,282,20,4
С.ДОЛНО СПАНЧЕВО,76,67,1,8,89,67,4,18
С.ДРАГУШ,34,32,0,2,40,32,7,1
С.ДРАНГОВО,532,436,40,56,476,436,35,5
С.ДРЕНОВИЦА,11,8,3,0,11,8,3,0
С.ДРЕНОВО,70,60,8,2,75,60,13,2
С.ЗОЙЧЕНЕ,40,36,2,2,39,36,2,1
С.ИВАНОВО,3,3,0,0,6,3,3,0
С.КАВРАКИРОВО,1632,1508,36,88,1583,1508,53,22
С.КАМЕНА,304,233,21,50,263,233,20,10
С.КАПАТОВО,140,119,0,21,172,119,8,45
С.КЛАДЕНЦИ,33,30,0,3,31,30,1,0
С.КЛЮЧ,995,740,39,216,786,740,33,13
С.КОЛАРОВО,2045,1759,68,218,1852,1759,63,30
С.КРОМИДОВО,102,84,4,14,121,84,0,37
С.КРЪНДЖИЛИЦА,6,4,2,0,5,4,0,1
С.КУКУРАХЦЕВО,44,40,3,1,42,40,2,0
С.КУЛАТА,771,669,13,89,724,669,20,35
С.КЪРНАЛОВО,1728,1499,42,187,1594,1499,60,35
С.МАРИКОСТИНОВО,1218,1059,11,148,1188,1059,33,96
С.МАРИНО ПОЛЕ,305,233,6,66,251,233,9,9
С.МЕНДОВО,100,75,6,19,82,75,7,0
С.МИТИНО,417,284,7,126,310,284,18,8
С.МИХНЕВО,1044,914,44,86,962,914,45,3
С.НОВО КОНОМЛАДИ,121,95,6,20,122,95,8,19
С.ПРАВО БЪРДО,45,34,10,1,43,34,8,1
С.ПЪРВОМАЙ,3697,3173,107,417,3299,3173,108,18
С.РИБНИК,130,117,6,7,129,117,9,3
С.РУПИТЕ,1033,922,17,94,970,922,22,26
С.РЪЖДАК,257,219,11,27,268,219,34,15
С.САМУИЛОВО,874,781,13,80,844,781,45,18
С.СКРЪТ,1425,852,26,547,938,852,63,23
С.СТАРЧЕВО,526,478,10,38,520,478,22,20
С.СТРУМЕШНИЦА,384,299,16,69,309,299,7,3
С.ТОНСКО ДАБЕ,1,1,0,0,3,1,2,0
С.ТОПОЛНИЦА,710,618,37,55,657,618,22,17
С.ЧУРИЛОВО,36,30,5,1,33,30,3,0
С.ЧУРИЧЕНИ,135,119,9,7,126,119,6,1
С.ЧУЧУЛИГОВО,172,142,7,23,176,142,4,30
С.ЯВОРНИЦА,1013,718,37,258,800,718,51,31
С.ЯКОВО,58,48,3,7,72,48,17,7
ГР.РАЗЛОГ,13116,11719,101,1296,12421,11719,97,605
С.БАНЯ,2899,2652,32,215,2884,2652,21,211
С.БАЧЕВО,1578,1434,28,116,1530,1434,27,69
С.ГОДЛЕВО,497,443,5,49,473,443,9,21
С.ГОРНО ДРАГЛИЩЕ,880,793,17,70,852,793,17,42
С.ДОБЪРСКО,579,517,13,49,542,517,11,14
С.ДОЛНО ДРАГЛИЩЕ,589,548,11,30,649,548,35,66
С.ЕЛЕШНИЦА,1324,1162,14,148,1244,1162,4,78
ГР.МЕЛНИК,185,144,19,22,238,144,18,76
ГР.САНДАНСКИ,30606,25655,742,4209,27481,25655,499,1327
С.БЕЛЕВЕХЧЕВО,0,0,0,0,6,0,5,1
С.БЕЛЬОВО,1,0,0,1,0,0,0,0
С.БОЖДОВО,2,2,0,0,6,2,4,0
С.ВИНОГРАДИ,45,35,5,5,44,35,3,6
С.ВИХРЕН,3,0,2,1,0,0,0,0
С.ВРАНЯ,95,80,8,7,103,80,13,10
С.ВЪЛКОВО,423,369,23,31,393,369,18,6
С.ГОЛЕМ ЦАЛИМ,10,8,2,0,16,8,8,0
С.ГОЛЕШОВО,21,18,2,1,31,18,10,3
С.ГОРНА СУШИЦА,19,16,2,1,20,16,3,1
С.ГОРНО СПАНЧЕВО,67,57,3,7,67,57,1,9
С.ДАМЯНИЦА,1265,1139,48,78,1277,1139,56,82
С.ДЕБРЕНЕ,27,23,0,4,37,23,10,4
С.ДЖИГУРОВО,702,595,48,59,708,595,69,44
С.ДОЛЕНИ,4,2,0,2,7,2,2,3
С.ЗЛАТОЛИСТ,10,6,2,2,9,6,0,3
С.ЗОРНИЦА,74,66,2,6,91,66,13,12
С.КАЛИМАНЦИ,177,147,8,22,157,147,2,8
С.КАТУНЦИ,1203,1015,48,140,1137,1015,41,81
С.КАШИНА,3,3,0,0,9,3,1,5
С.КОВАЧЕВО,10,7,2,1,30,7,8,15
С.КРЪСТИЛЦИ,8,8,0,0,12,8,4,0
С.КЪРЛАНОВО,37,27,8,2,30,27,3,0
С.ЛАДАРЕВО,20,19,1,0,30,19,7,4
С.ЛАСКАРЕВО,164,131,16,17,154,131,15,8
С.ЛЕБНИЦА,384,338,20,26,383,338,22,23
С.ЛЕВУНОВО,579,498,28,53,624,498,64,62
С.ЛЕХОВО,4,3,0,1,3,3,0,0
С.ЛЕШНИЦА,776,626,63,87,685,626,35,24
С.ЛИЛЯНОВО,253,193,39,21,224,193,21,10
С.ЛОЗЕНИЦА,63,45,9,9,60,45,9,6
С.ЛЮБОВИЩЕ,12,12,0,0,17,12,5,0
С.ЛЮБОВКА,19,18,0,1,27,18,7,2
С.МАЛКИ ЦАЛИМ,4,4,0,0,5,4,1,0
С.НОВО ДЕЛЧЕВО,1094,921,69,104,1000,921,50,29
С.НОВО ХОДЖОВО,46,41,2,3,44,41,1,2
С.ПЕТРОВО,438,348,21,69,433,348,48,37
С.ПИПЕРИЦА,10,6,3,1,9,6,3,0
С.ПИРИН,160,123,13,24,134,123,2,9
С.ПЛОСКИ,549,454,27,68,639,454,129,56
С.ПОЛЕНИЦА,1305,1136,66,103,1247,1136,58,53
С.РОЖЕН,10,8,1,1,11,8,2,1
С.СКЛАВЕ,1410,1252,72,86,1390,1252,75,63
С.СПАТОВО,82,68,3,11,102,68,25,9
С.СТОЖА,31,30,0,1,64,30,34,0
С.СТРУМА,574,515,20,39,534,515,10,9
С.СУГАРЕВО,11,8,1,2,14,8,4,2
С.ХОТОВО,87,69,7,11,96,69,18,9
С.ХРАСНА,0,0,0,0,8,0,0,8
С.ХЪРСОВО,171,125,18,28,177,125,29,23
С.ЧЕРЕШНИЦА,29,22,2,5,36,22,9,5
С.ЯНОВО,119,94,9,16,109,94,10,5
С.БОГОЛИН,476,410,9,57,426,410,6,10
С.ВАКЛИНОВО,1290,1008,39,243,1051,1008,26,17
С.ВЪЛКОСЕЛ,2783,2316,22,445,2369,2316,25,28
С.ГОДЕШЕВО,924,748,11,165,785,748,12,25
С.ДОЛЕН,379,311,5,63,347,311,20,16
С.ЖИЖЕВО,362,294,9,59,344,294,38,12
С.КОЧАН,3441,2674,70,697,2776,2674,60,42
С.КРИБУЛ,391,323,13,55,336,323,9,4
С.ОСИНА,612,499,2,111,537,499,12,26
С.ПЛЕТЕНА,1976,1682,21,273,1729,1682,28,19
С.САТОВЧА,2423,1800,74,549,1890,1800,15,75
С.СЛАЩЕН,2315,1789,35,491,1841,1789,18,34
С.ТУХОВИЩА,879,745,14,120,784,745,18,21
С.ФЪРГОВО,475,409,8,58,465,409,45,11
ГР.СИМИТЛИ,7345,6493,74,778,7004,6493,65,446
С.БРЕЖАНИ,751,616,25,110,723,616,24,83
С.БРЕСТОВО,6,5,0,1,11,5,5,1
С.ГОРНО ОСЕНОВО,2,1,0,1,2,1,0,1
С.ГРАДЕВО,139,109,6,24,173,109,12,52
С.ДОКАТИЧЕВО,2,2,0,0,2,2,0,0
С.ДОЛНО ОСЕНОВО,1594,1505,1,88,1523,1505,0,18
С.ЖЕЛЕЗНИЦА,296,256,6,34,317,256,7,54
С.КРУПНИК,2198,1944,44,210,2117,1944,30,143
С.МЕЧКУЛ,11,7,3,1,36,7,4,25
С.ПОЛЕНА,703,609,23,71,683,609,17,57
С.ПОЛЕТО,638,561,9,68,625,561,18,46
С.РАКИТНА,85,70,5,10,101,70,10,21
С.СЕНОКОС,26,22,2,2,34,22,5,7
С.СУХОСТРЕЛ,1,0,1,0,4,0,3,1
С.СУШИЦА,35,27,5,3,44,27,13,4
С.ТРОСКОВО,3,3,0,0,10,3,5,2
С.ЧЕРНИЧЕ,1076,931,37,108,1013,931,23,59
С.ВЕЛЮЩЕЦ,2,2,0,0,2,2,0,0
С.ВРАКУПОВИЦА,9,6,1,2,6,6,0,0
С.ГОРЕМЕ,58,46,2,10,59,46,1,12
С.ГОРНА КРУШИЦА,36,35,0,1,56,35,0,21
С.ГОРНА РИБНИЦА,3,1,0,2,3,1,0,2
С.ДОБРИ ЛАКИ,138,105,5,28,118,105,0,13
С.ДРАКАТА,149,119,4,26,132,119,2,11
С.ИГРАЛИЩЕ,250,192,1,57,213,192,1,20
С.ИЛИНДЕНЦИ,766,659,1,106,737,659,2,76
С.КАМЕНИЦА,83,65,0,18,102,65,1,36
С.КЛЕПАЛО,28,25,0,3,26,25,0,1
С.КОЛИБИТЕ,3,2,1,0,4,2,2,0
С.КЪРПЕЛЕВО,26,17,3,6,20,17,0,3
С.МАХАЛАТА,26,23,0,3,26,23,0,3
С.МИКРЕВО,2393,2169,2,222,2323,2169,14,140
С.НИКУДИН,64,55,0,9,82,55,0,27
С.ПАЛАТ,24,18,2,4,33,18,3,12
С.РАЗДОЛ,160,149,1,10,162,149,0,13
С.СЕДЕЛЕЦ,19,16,0,3,20,16,0,4
С.СТРУМЯНИ,856,743,4,109,828,743,7,78
С.ЦАПАРЕВО,123,96,6,21,122,96,0,26
ГР.ХАДЖИДИМОВО,2825,2433,41,351,2602,2433,20,149
С.АБЛАНИЦА,2849,2524,18,307,2578,2524,10,44
С.БЕСЛЕН,725,666,7,52,682,666,6,10
С.БЛАТСКА,852,620,12,220,659,620,23,16
С.ГАЙТАНИНОВО,41,33,0,8,51,33,0,18
С.ИЛИНДЕН,66,46,0,20,100,46,0,54
С.КОПРИВЛЕН,1286,1092,29,165,1290,1092,29,169
С.ЛЪКИ,29,28,0,1,52,28,0,24
С.НОВА ЛОВЧА,47,43,0,4,53,43,1,9
С.НОВО ЛЕСКИ,397,318,4,75,354,318,7,29
С.ПАРИЛ,3,1,0,2,6,1,0,5
С.ПЕТРЕЛИК,154,126,10,18,148,126,10,12
С.САДОВО,400,352,3,45,400,352,15,33
С.ТЕПЛЕН,472,432,12,28,458,432,13,13
С.ТЕШОВО,135,103,1,31,135,103,3,29
ГР.ЯКОРУДА,5752,5099,25,628,5273,5099,39,135
С.АВРАМОВО,721,633,12,76,660,633,6,21
С.БЕЛ КАМЕН,560,501,14,45,524,501,17,6
С.БУНЦЕВО,506,473,18,15,517,473,25,19
С.КОНАРСКО,942,840,31,71,863,840,17,6
С.СМОЛЕВО,548,479,18,51,504,479,14,11
С.ЧЕРНА МЕСТА,412,386,10,16,407,386,15,6
С.ЮРУКОВО,1193,1085,28,80,1160,1085,23,52
ГР.АЙТОС,24668,20842,456,3370,22375,20842,252,1281
С.ДРЯНКОВЕЦ,198,154,10,34,210,154,21,35
С.ЗЕТЬОВО,330,237,3,90,254,237,5,12
С.КАРАГЕОРГИЕВО,1774,1285,58,431,1374,1285,44,45
С.КАРАНОВО,891,728,15,148,894,728,83,83
С.ЛЯСКОВО,74,60,6,8,155,60,65,30
С.МАЛКА ПОЛЯНА,674,387,19,268,407,387,7,13
С.МЪГЛЕН,1628,1247,37,344,1312,1247,23,42
