ГР.БАНСКО,9370,7644,98,1628,8625,7644,44,937
ГР.ДОБРИНИЩЕ,2836,2389,43,404,2626,2389,57,180
С.ГОСТУН,31,29,0,2,49,29,17,3
С.КРЕМЕН,158,127,10,21,170,127,14,29
С.МЕСТА,231,179,20,32,229,179,21,29
С.ОБИДИМ,80,54,9,17,93,54,14,25
С.ОСЕНОВО,51,38,2,11,51,38,4,9
С.ФИЛИПОВО,656,589,0,67,622,589,11,22
ГР.БЕЛИЦА,3370,2944,37,389,3113,2944,41,128
С.БАБЯК,773,684,20,69,708,684,12,12
С.ГОРНО КРАИЩЕ,1263,1154,32,77,1195,1154,27,14
С.ГЪЛЪБОВО,39,33,4,2,43,33,8,2
С.ДАГОНОВО,786,702,10,74,725,702,11,12
С.ЗЛАТАРИЦА,77,67,4,6,93,67,23,3
С.КРАИЩЕ,2654,2380,58,216,2492,2380,49,63
С.КУЗЬОВО,271,234,15,22,264,234,26,4
С.ЛЮТОВО,225,191,6,28,210,191,16,3
С.ОРЦЕВО,169,146,15,8,161,146,9,6
С.ПАЛАТИК,224,194,17,13,211,194,12,5
С.ЧЕРЕШОВО,296,257,24,15,267,257,8,2
ГР.БЛАГОЕВГРАД,82528,67546,1170,13812,74805,67546,512,6747
С.БЕЛО ПОЛЕ,11409,589,36,10784,652,589,33,30
С.БИСТРИЦА,340,21,6,313,63,21,41,1
С.БУЧИНО,118,31,8,79,48,31,15,2
С.БЪЛГАРЧЕВО,607,221,22,364,314,221,77,16
С.ГАБРОВО,733,15,5,713,36,15,20,1
С.ГОРНО ХЪРСОВО,287,67,5,215,116,67,48,1
С.ДЕБОЧИЦА,41,10,3,28,28,10,13,5
С.ДЕЛВИНО,584,31,7,546,90,31,59,0
С.ДРЕНКОВО,59,40,15,4,45,40,4,1
С.ДЪБРАВА,625,33,37,555,101,33,65,3
С.ЕЛЕНОВО,500,172,19,309,186,172,10,4
С.ЗЕЛЕНДОЛ,217,157,31,29,210,157,51,2
С.ИЗГРЕВ,723,479,43,201,590,479,90,21
С.КЛИСУРА,18,6,0,12,13,6,7,0
С.ЛЕШКО,1033,112,12,909,210,112,90,8
С.ЛИСИЯ,8,5,0,3,7,5,1,1
С.ЛОГОДАЖ,4490,178,30,4282,320,178,129,13
С.МАРУЛЕВО,546,20,5,521,85,20,65,0
С.МОЩАНЕЦ,27,24,3,0,49,24,23,2
С.ОБЕЛ,40,21,6,13,31,21,9,1
С.ПАДЕШ,550,456,46,48,557,456,77,24
С.ПОКРОВНИК,3259,789,85,2385,910,789,106,15
С.РИЛЦИ,5371,732,125,4514,812,732,55,25
С.СЕЛИЩЕ,266,175,10,81,306,175,126,5
С.ЦЕРОВО,734,698,5,31,706,698,8,0
ГР.ГОЦЕ ДЕЛЧЕВ,22099,19009,142,2948,20066,19009,186,871
С.БАНИЧАН,594,512,23,59,560,512,18,30
С.БОРОВО,1166,951,71,144,1006,951,24,31
С.БРЕЗНИЦА,3857,3388,40,429,3430,3388,21,21
С.БУКОВО,1109,942,9,158,962,942,3,17
С.ГОСПОДИНЦИ,519,476,11,32,498,476,16,6
С.ДЕЛЧЕВО,45,36,3,6,39,36,3,0
С.ДОБРОТИНО,28,24,4,0,33,24,9,0
С.КОРНИЦА,2345,1620,41,684,1642,1620,7,15
С.ЛЪЖНИЦА,2045,1580,21,444,1614,1580,20,14
С.МОСОМИЩЕ,2166,1919,40,207,2104,1919,98,87
С.БАЛДЕВО,184,162,1,21,177,162,8,7
С.ГОРНО ДРЯНОВО,1083,975,22,86,1018,975,38,5
С.ГЪРМЕН,2158,1780,36,342,1881,1780,36,65
С.ДЕБРЕН,2591,2294,61,236,2364,2294,42,28
С.ДОЛНО ДРЯНОВО,1338,1198,16,124,1259,1198,28,33
С.ДЪБНИЦА,2320,1737,29,554,1873,1737,49,87
С.КОВАЧЕВИЦА,47,27,2,18,38,27,4,7
С.КРУШЕВО,271,224,15,32,238,224,10,4
С.ЛЕЩЕН,5,2,1,2,7,2,0,5
С.МАРЧЕВО,140,116,5,19,177,116,23,38
С.ОГНЯНОВО,1702,1425,79,198,1522,1425,45,52
С.ОРЕШЕ,226,180,5,41,220,180,4,36
С.ОСИКОВО,568,479,20,69,512,479,25,8
С.РИБНОВО,3093,2650,21,422,2699,2650,34,15
С.СКРЕБАТНО,274,228,9,37,241,228,4,9
С.ХВОСТЯНЕ,1371,665,37,669,701,665,9,27
ГР.КРЕСНА,3584,3170,41,373,3505,3170,32,303
С.ВЛАХИ,5,2,0,3,11,2,3,6
С.ГОРНА БРЕЗНИЦА,479,397,8,74,542,397,17,128
С.ДОЛНА ГРАДЕШНИЦА,600,512,10,78,615,512,5,98
С.ОЩАВА,55,37,1,17,65,37,5,23
С.СЛИВНИЦА,586,510,13,63,609,510,12,87
С.СТАРА КРЕСНА,50,39,1,10,94,39,0,55
ГР.ПЕТРИЧ,40475,29090,536,10849,30080,29090,315,675
С.БАСКАЛЦИ,63,52,5,6,54,52,1,1
С.БЕЛАСИЦА,1161,958,58,145,1002,958,31,13
С.БОГОРОДИЦА,39,8,2,29,13,8,4,1
С.БОРОВИЧЕНЕ,47,41,6,0,49,41,6,2
С.ВИШЛЕНЕ,47,41,4,2,46,41,4,1
С.ВОЛНО,49,10,3,36,11,10,1,0
С.ГАБРЕНЕ,960,633,31,296,749,633,67,49
С.ГЕГА,231,206,16,9,237,206,25,6
С.ГЕНЕРАЛ ТОДОРОВ,685,592,19,74,626,592,13,21
С.ГОРЧЕВО,2,2,0,0,3,2,1,0
С.ДОЛЕНЕ,15,12,2,1,17,12,0,5
С.ДОЛНА КРУШИЦА,172,151,13,8,168,151,16,1
С.ДОЛНА РИБНИЦА,401,299,17,85,321,299,19,3
С.ДОЛНО СПАНЧЕВО,84,70,3,11,90,70,4,16
С.ДРАГУШ,35,32,0,3,42,32,9,1
С.ДРАНГОВО,538,449,42,47,487,449,34,4
С.ДРЕНОВИЦА,14,11,3,0,13,11,2,0
С.ДРЕНОВО,80,70,7,3,86,70,14,2
С.ЗОЙЧЕНЕ,44,41,2,1,43,41,2,0
С.ИВАНОВО,3,3,0,0,6,3,3,0
С.КАВРАКИРОВО,1667,1544,40,83,1618,1544,51,23
С.КАМЕНА,310,233,22,55,264,233,20,11
С.КАПАТОВО,146,123,0,23,186,123,14,49
С.КЛАДЕНЦИ,33,31,0,2,34,31,3,0
С.КЛЮЧ,1008,761,38,209,811,761,37,13
С.КОЛАРОВО,2057,1773,63,221,1868,1773,63,32
С.КРОМИДОВО,100,82,6,12,123,82,0,41
С.КРЪНДЖИЛИЦА,6,5,1,0,6,5,0,1
С.КУКУРАХЦЕВО,46,42,3,1,44,42,2,0
С.КУЛАТА,792,699,10,83,761,699,20,42
С.КЪРНАЛОВО,1772,1550,40,182,1632,1550,51,31
С.МАРИКОСТИНОВО,1256,1113,8,135,1214,1113,21,80
С.МАРИНО ПОЛЕ,311,243,3,65,262,243,6,13
С.МЕНДОВО,105,78,8,19,86,78,8,0
С.МИТИНО,421,294,5,122,327,294,20,13
С.МИХНЕВО,1074,953,41,80,994,953,37,4
С.НОВО КОНОМЛАДИ,127,101,5,21,129,101,6,22
С.ПРАВО БЪРДО,49,39,9,1,50,39,9,2
С.ПЪРВОМАЙ,3713,3216,101,396,3342,3216,106,20
С.РИБНИК,136,125,4,7,136,125,9,2
С.РУПИТЕ,1073,986,12,75,1043,986,28,29
С.РЪЖДАК,255,219,10,26,270,219,38,13
