;;Събития (опасности);Събития (опасности);Събития (опасности);Загинали лица;Загинали лица;Загинали лица;Пострадали лица;Пострадали лица;Пострадали лица;
Габрово;85112 цунами;0;0;0;0;0;0;0;0;0;
Габрово;85120 Движение на маси (сухо);1;1;0;0;0;0;0;0;0;
Габрово;85121 срутище;0;0;0;0;0;0;0;0;0;
Габрово;85122 свлачище;1;1;0;0;0;0;0;0;0;
Габрово;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Габрово;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Габрово;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Габрово;85132 лахар;0;0;0;0;0;0;0;0;0;
Габрово;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Габрово;85134 лава;0;0;0;0;0;0;0;0;0;
Габрово;85201 Метеорологични;4;4;3;0;0;0;0;0;0;
Габрово;85210 Буря;2;1;1;0;0;0;0;0;0;
Габрово;85211 градушка;0;0;0;0;0;0;0;0;0;
Габрово;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Габрово;85213 обилен дъжд;2;1;1;0;0;0;0;0;0;
Габрово;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Габрово;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Габрово;85216 силна буря;0;0;0;0;0;0;0;0;0;
Габрово;85217 вятър;0;0;0;0;0;0;0;0;0;
Габрово;85220 Екстремни температури;2;3;1;0;0;0;0;0;0;
Габрово;85221 студена вълна (в т.ч. слани);1;3;1;0;0;0;0;0;0;
Габрово;85222 топлинна вълна;1;0;0;0;0;0;0;0;0;
Габрово;85230 Сурови зимни условия;0;0;1;0;0;0;0;0;0;
Габрово;85231 сняг/лед;0;0;0;0;0;0;0;0;0;
Габрово;85232 зимна буря/виелица;0;0;1;0;0;0;0;0;0;
Габрово;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Габрово;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Габрово;85301 Хидроложки;0;2;0;0;0;0;0;0;0;
Габрово;85310 Наводнение;0;2;0;0;0;0;0;0;0;
Габрово;85311 дъждовно;0;1;0;0;0;0;0;0;0;
Габрово;85312 инфраструктурно;0;0;0;0;0;0;0;0;0;
Габрово;85313 морско;0;0;0;0;0;0;0;0;0;
Габрово;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Габрово;85315 речно;0;1;0;0;0;0;0;0;0;
Габрово;85320 Лавина;0;0;0;0;0;0;0;0;0;
Габрово;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Габрово;85401 Климатоложки;8;12;6;0;0;0;0;0;0;
Габрово;85410 Суша;0;0;0;0;0;0;0;0;0;
Габрово;85420 Стихиен пожар;8;12;6;0;0;0;0;0;0;
Габрово;85421 горски пожар;2;3;0;0;0;0;0;0;0;
Габрово;85422 полски пожар: храсти, шубраци, пасища, торф;6;9;6;0;0;0;0;0;0;
Габрово;85501 Биологични;1;1;0;558;190;0;.;.;0;
Габрово;85510 Инфекциозни заболявания при хората;1;1;0;558;190;0;.;.;0;
Габрово;85511 вирусна болест;1;1;0;558;190;0;.;.;0;
Габрово;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Габрово;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Габрово;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Габрово;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Габрово;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Габрово;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Габрово;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Габрово;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Габрово;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Габрово;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Габрово;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Габрово;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Габрово;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Габрово;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Габрово;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Габрово;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Габрово;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Габрово;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Габрово;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Габрово;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Габрово;85701 Техногенни;178;219;227;9;10;17;76;117;147;
Габрово;85710 Промишлена авария;6;10;8;0;0;0;0;0;0;
Габрово;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Габрово;85712 срутване;0;0;0;0;0;0;0;0;0;
Габрово;85713 експлозия;0;0;0;0;0;0;0;0;0;
Габрово;85714 пожар;6;10;8;0;0;0;0;0;0;
Габрово;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Габрово;85716 отравяне;0;0;0;0;0;0;0;0;0;
Габрово;85717 радиация;0;0;0;0;0;0;0;0;0;
Габрово;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Габрово;85719 други (промишлени);0;0;0;0;0;0;0;0;0;
Габрово;85720 Други аварии (непромишлени);101;105;103;2;3;4;3;3;1;
Габрово;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Габрово;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Габрово;85723 пожар (непромишлен);101;105;103;2;3;4;3;3;1;
Габрово;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Габрово;85730 Транспортнаи аварии/инциденти;71;104;116;7;7;13;73;114;146;
Габрово;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Габрово;85732 пътни;71;104;116;7;7;13;73;114;146;
Габрово;85733 железопътни;0;0;0;0;0;0;0;0;0;
Габрово;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Габрово;85801 Други бедствия и кризи;0;1;0;0;0;0;0;0;0;
Габрово;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Габрово;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Габрово;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Габрово;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Габрово;85820 Други, в т.ч.;0;1;0;0;0;0;0;0;0;
Габрово;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Габрово;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Габрово;85823 Други неизброени;0;1;0;0;0;0;0;0;0;
Добрич;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;323;364;368;625;158;14;163;173;210;
Добрич;85101 Геофизични;1;4;0;0;0;0;0;0;0;
Добрич;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Добрич;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Добрич;85112 цунами;0;0;0;0;0;0;0;0;0;
Добрич;85120 Движение на маси (сухо);1;4;0;0;0;0;0;0;0;
Добрич;85121 срутище;0;0;0;0;0;0;0;0;0;
Добрич;85122 свлачище;1;4;0;0;0;0;0;0;0;
Добрич;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Добрич;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Добрич;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Добрич;85132 лахар;0;0;0;0;0;0;0;0;0;
Добрич;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Добрич;85134 лава;0;0;0;0;0;0;0;0;0;
Добрич;85201 Метеорологични;2;1;6;0;0;0;0;0;0;
Добрич;85210 Буря;1;1;2;0;0;0;0;0;0;
Добрич;85211 градушка;0;0;0;0;0;0;0;0;0;
Добрич;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Добрич;85213 обилен дъжд;0;0;0;0;0;0;0;0;0;
Добрич;85214 смерч (торнадо);1;1;1;0;0;0;0;0;0;
Добрич;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Добрич;85216 силна буря;0;0;1;0;0;0;0;0;0;
Добрич;85217 вятър;0;0;0;0;0;0;0;0;0;
Добрич;85220 Екстремни температури;1;0;1;0;0;0;0;0;0;
Добрич;85221 студена вълна (в т.ч. слани);1;0;1;0;0;0;0;0;0;
Добрич;85222 топлинна вълна;0;0;0;0;0;0;0;0;0;
Добрич;85230 Сурови зимни условия;0;0;3;0;0;0;0;0;0;
Добрич;85231 сняг/лед;0;0;1;0;0;0;0;0;0;
Добрич;85232 зимна буря/виелица;0;0;2;0;0;0;0;0;0;
Добрич;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Добрич;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Добрич;85301 Хидроложки;0;0;0;0;0;0;0;0;0;
Добрич;85310 Наводнение;0;0;0;0;0;0;0;0;0;
Добрич;85311 дъждовно;0;0;0;0;0;0;0;0;0;
Добрич;85312 инфраструктурно;0;0;0;0;0;0;0;0;0;
Добрич;85313 морско;0;0;0;0;0;0;0;0;0;
Добрич;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Добрич;85315 речно;0;0;0;0;0;0;0;0;0;
Добрич;85320 Лавина;0;0;0;0;0;0;0;0;0;
Добрич;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Добрич;85401 Климатоложки;21;34;25;0;1;0;1;0;0;
Добрич;85410 Суша;0;0;0;0;0;0;0;0;0;
Добрич;85420 Стихиен пожар;21;34;25;0;1;0;1;0;0;
Добрич;85421 горски пожар;4;1;1;0;0;0;0;0;0;
Добрич;85422 полски пожар: храсти, шубраци, пасища, торф;17;33;24;0;1;0;1;0;0;
Добрич;85501 Биологични;1;1;0;606;138;0;.;.;0;
Добрич;85510 Инфекциозни заболявания при хората;1;1;0;606;138;0;.;.;0;
Добрич;85511 вирусна болест;1;1;0;606;138;0;.;.;0;
Добрич;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Добрич;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Добрич;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Добрич;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Добрич;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Добрич;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Добрич;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Добрич;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Добрич;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Добрич;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Добрич;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Добрич;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Добрич;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Добрич;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Добрич;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Добрич;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Добрич;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Добрич;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Добрич;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Добрич;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Добрич;85701 Техногенни;297;323;337;19;19;14;162;173;210;
Добрич;85710 Промишлена авария;11;15;9;0;0;1;0;0;0;
Добрич;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Добрич;85712 срутване;0;0;0;0;0;0;0;0;0;
Добрич;85713 експлозия;0;0;0;0;0;0;0;0;0;
Добрич;85714 пожар;11;15;9;0;0;1;0;0;0;
Добрич;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Добрич;85716 отравяне;0;0;0;0;0;0;0;0;0;
Добрич;85717 радиация;0;0;0;0;0;0;0;0;0;
Добрич;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Добрич;85719 други (промишлени);0;0;0;0;0;0;0;0;0;
Добрич;85720 Други аварии (непромишлени);163;176;184;6;4;3;4;5;16;
Добрич;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Добрич;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Добрич;85723 пожар (непромишлен);163;176;184;6;4;3;4;5;16;
Добрич;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Добрич;85730 Транспортнаи аварии/инциденти;123;132;144;13;15;10;158;168;194;
Добрич;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Добрич;85732 пътни;123;132;143;13;15;10;158;168;193;
Добрич;85733 железопътни;0;0;1;0;0;0;0;0;1;
Добрич;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Добрич;85801 Други бедствия и кризи;1;1;0;0;0;0;0;0;0;
Добрич;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Добрич;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Добрич;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Добрич;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Добрич;85820 Други, в т.ч.;1;1;0;0;0;0;0;0;0;
Добрич;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Добрич;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Добрич;85823 Други неизброени;1;1;0;0;0;0;0;0;0;
Кърджали;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;338;292;306;388;94;14;168;158;217;
Кърджали;85101 Геофизични;28;15;9;0;0;0;0;0;0;
Кърджали;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Кърджали;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Кърджали;85112 цунами;0;0;0;0;0;0;0;0;0;
Кърджали;85120 Движение на маси (сухо);28;15;9;0;0;0;0;0;0;
Кърджали;85121 срутище;21;10;5;0;0;0;0;0;0;
Кърджали;85122 свлачище;7;2;1;0;0;0;0;0;0;
Кърджали;85123 пропадане на земята или слягане;0;3;3;0;0;0;0;0;0;
Кърджали;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Кърджали;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Кърджали;85132 лахар;0;0;0;0;0;0;0;0;0;
Кърджали;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Кърджали;85134 лава;0;0;0;0;0;0;0;0;0;
Кърджали;85201 Метеорологични;11;8;4;0;0;0;0;0;0;
Кърджали;85210 Буря;8;7;4;0;0;0;0;0;0;
Кърджали;85211 градушка;0;1;0;0;0;0;0;0;0;
Кърджали;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Кърджали;85213 обилен дъжд;4;4;2;0;0;0;0;0;0;
Кърджали;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Кърджали;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Кърджали;85216 силна буря;2;1;1;0;0;0;0;0;0;
Кърджали;85217 вятър;2;1;1;0;0;0;0;0;0;
Кърджали;85220 Екстремни температури;1;1;0;0;0;0;0;0;0;
Кърджали;85221 студена вълна (в т.ч. слани);0;1;0;0;0;0;0;0;0;
Кърджали;85222 топлинна вълна;1;0;0;0;0;0;0;0;0;
Кърджали;85230 Сурови зимни условия;2;0;0;0;0;0;0;0;0;
Кърджали;85231 сняг/лед;2;0;0;0;0;0;0;0;0;
Кърджали;85232 зимна буря/виелица;0;0;0;0;0;0;0;0;0;
Кърджали;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Кърджали;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Кърджали;85301 Хидроложки;39;24;16;0;0;0;0;0;0;
Кърджали;85310 Наводнение;39;24;16;0;0;0;0;0;0;
Кърджали;85311 дъждовно;25;12;7;0;0;0;0;0;0;
Кърджали;85312 инфраструктурно;0;6;4;0;0;0;0;0;0;
Кърджали;85313 морско;0;0;0;0;0;0;0;0;0;
Кърджали;85314 от подземни води;0;0;3;0;0;0;0;0;0;
Кърджали;85315 речно;14;6;2;0;0;0;0;0;0;
Кърджали;85320 Лавина;0;0;0;0;0;0;0;0;0;
Кърджали;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Кърджали;85401 Климатоложки;11;15;23;0;0;0;0;0;0;
Кърджали;85410 Суша;0;0;0;0;0;0;0;0;0;
Кърджали;85420 Стихиен пожар;11;15;23;0;0;0;0;0;0;
Кърджали;85421 горски пожар;5;2;2;0;0;0;0;0;0;
Кърджали;85422 полски пожар: храсти, шубраци, пасища, торф;6;13;21;0;0;0;0;0;0;
Кърджали;85501 Биологични;1;1;0;381;81;0;.;.;0;
Кърджали;85510 Инфекциозни заболявания при хората;1;1;0;381;81;0;.;.;0;
Кърджали;85511 вирусна болест;1;1;0;381;81;0;.;.;0;
Кърджали;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Кърджали;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Кърджали;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Кърджали;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Кърджали;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Кърджали;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Кърджали;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Кърджали;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Кърджали;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Кърджали;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Кърджали;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Кърджали;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Кърджали;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Кърджали;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Кърджали;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Кърджали;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Кърджали;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Кърджали;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Кърджали;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Кърджали;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Кърджали;85701 Техногенни;219;228;254;7;13;14;168;158;217;
Кърджали;85710 Промишлена авария;9;7;4;0;0;0;0;0;0;
Кърджали;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Кърджали;85712 срутване;0;0;0;0;0;0;0;0;0;
Кърджали;85713 експлозия;0;0;0;0;0;0;0;0;0;
Кърджали;85714 пожар;9;7;4;0;0;0;0;0;0;
Кърджали;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Кърджали;85716 отравяне;0;0;0;0;0;0;0;0;0;
Кърджали;85717 радиация;0;0;0;0;0;0;0;0;0;
Кърджали;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Кърджали;85719 други (промишлени);0;0;0;0;0;0;0;0;0;
Кърджали;85720 Други аварии (непромишлени);81;103;91;3;4;1;7;11;1;
Кърджали;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Кърджали;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Кърджали;85723 пожар (непромишлен);81;103;91;3;4;1;7;11;1;
Кърджали;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Кърджали;85730 Транспортнаи аварии/инциденти;129;118;159;4;9;13;161;147;216;
Кърджали;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Кърджали;85732 пътни;129;118;159;4;9;13;161;147;216;
Кърджали;85733 железопътни;0;0;0;0;0;0;0;0;0;
Кърджали;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Кърджали;85801 Други бедствия и кризи;29;1;0;0;0;0;0;0;0;
Кърджали;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Кърджали;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Кърджали;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Кърджали;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Кърджали;85820 Други, в т.ч.;29;1;0;0;0;0;0;0;0;
Кърджали;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Кърджали;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Кърджали;85823 Други неизброени;29;1;0;0;0;0;0;0;0;
Кюстендил;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;264;239;246;745;250;12;121;132;152;
Кюстендил;85101 Геофизични;4;4;2;0;0;0;0;0;0;
Кюстендил;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Кюстендил;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Кюстендил;85112 цунами;0;0;0;0;0;0;0;0;0;
Кюстендил;85120 Движение на маси (сухо);4;4;2;0;0;0;0;0;0;
Кюстендил;85121 срутище;0;0;0;0;0;0;0;0;0;
Кюстендил;85122 свлачище;4;4;2;0;0;0;0;0;0;
Кюстендил;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Кюстендил;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Кюстендил;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Кюстендил;85132 лахар;0;0;0;0;0;0;0;0;0;
Кюстендил;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Кюстендил;85134 лава;0;0;0;0;0;0;0;0;0;
Кюстендил;85201 Метеорологични;4;2;2;0;0;0;0;0;0;
Кюстендил;85210 Буря;1;1;1;0;0;0;0;0;0;
Кюстендил;85211 градушка;0;0;0;0;0;0;0;0;0;
Кюстендил;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Кюстендил;85213 обилен дъжд;1;1;1;0;0;0;0;0;0;
Кюстендил;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Кюстендил;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Кюстендил;85216 силна буря;0;0;0;0;0;0;0;0;0;
Кюстендил;85217 вятър;0;0;0;0;0;0;0;0;0;
Кюстендил;85220 Екстремни температури;3;1;1;0;0;0;0;0;0;
Кюстендил;85221 студена вълна (в т.ч. слани);2;1;1;0;0;0;0;0;0;
Кюстендил;85222 топлинна вълна;1;0;0;0;0;0;0;0;0;
Кюстендил;85230 Сурови зимни условия;0;0;0;0;0;0;0;0;0;
Кюстендил;85231 сняг/лед;0;0;0;0;0;0;0;0;0;
Кюстендил;85232 зимна буря/виелица;0;0;0;0;0;0;0;0;0;
Кюстендил;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Кюстендил;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Кюстендил;85301 Хидроложки;0;1;0;0;0;0;0;0;0;
Кюстендил;85310 Наводнение;0;1;0;0;0;0;0;0;0;
Кюстендил;85311 дъждовно;0;0;0;0;0;0;0;0;0;
Кюстендил;85312 инфраструктурно;0;1;0;0;0;0;0;0;0;
Кюстендил;85313 морско;0;0;0;0;0;0;0;0;0;
Кюстендил;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Кюстендил;85315 речно;0;0;0;0;0;0;0;0;0;
Кюстендил;85320 Лавина;0;0;0;0;0;0;0;0;0;
Кюстендил;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Кюстендил;85401 Климатоложки;36;12;21;0;0;0;3;0;2;
Кюстендил;85410 Суша;0;0;0;0;0;0;0;0;0;
Кюстендил;85420 Стихиен пожар;36;12;21;0;0;0;3;0;2;
Кюстендил;85421 горски пожар;16;3;0;0;0;0;0;0;0;
Кюстендил;85422 полски пожар: храсти, шубраци, пасища, торф;20;9;21;0;0;0;3;0;2;
Кюстендил;85501 Биологични;1;1;0;739;236;0;.;.;0;
Кюстендил;85510 Инфекциозни заболявания при хората;1;1;0;739;236;0;.;.;0;
Кюстендил;85511 вирусна болест;1;1;0;739;236;0;.;.;0;
Кюстендил;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Кюстендил;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Кюстендил;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Кюстендил;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Кюстендил;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Кюстендил;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Кюстендил;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Кюстендил;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Кюстендил;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Кюстендил;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Кюстендил;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Кюстендил;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Кюстендил;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Кюстендил;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Кюстендил;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Кюстендил;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Кюстендил;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Кюстендил;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Кюстендил;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Кюстендил;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Кюстендил;85701 Техногенни;219;217;220;6;14;12;118;132;150;
Кюстендил;85710 Промишлена авария;5;6;3;0;0;0;0;0;0;
Кюстендил;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Кюстендил;85712 срутване;0;0;0;0;0;0;0;0;0;
Кюстендил;85713 експлозия;0;0;0;0;0;0;0;0;0;
Кюстендил;85714 пожар;4;6;3;0;0;0;0;0;0;
Кюстендил;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Кюстендил;85716 отравяне;0;0;0;0;0;0;0;0;0;
Кюстендил;85717 радиация;0;0;0;0;0;0;0;0;0;
Кюстендил;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Кюстендил;85719 други (промишлени);1;0;0;0;0;0;0;0;0;
Кюстендил;85720 Други аварии (непромишлени);122;120;123;3;4;6;3;6;13;
Кюстендил;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Кюстендил;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Кюстендил;85723 пожар (непромишлен);122;120;123;3;4;6;3;6;13;
Кюстендил;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Кюстендил;85730 Транспортнаи аварии/инциденти;92;91;94;3;10;6;115;126;137;
Кюстендил;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Кюстендил;85732 пътни;91;88;94;3;10;6;115;123;137;
Кюстендил;85733 железопътни;1;3;0;0;0;0;0;3;0;
Кюстендил;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Кюстендил;85801 Други бедствия и кризи;0;2;1;0;0;0;0;0;0;
Кюстендил;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Кюстендил;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Кюстендил;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Кюстендил;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Кюстендил;85820 Други, в т.ч.;0;2;1;0;0;0;0;0;0;
