;;Събития (опасности);Събития (опасности);Събития (опасности);Загинали лица;Загинали лица;Загинали лица;Пострадали лица;Пострадали лица;Пострадали лица;
Пазарджик;85730 Транспортнаи аварии/инциденти;212;248;251;26;21;19;258;313;347;
Пазарджик;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Пазарджик;85732 пътни;210;247;251;25;20;19;258;313;347;
Пазарджик;85733 железопътни;2;1;0;1;1;0;0;0;0;
Пазарджик;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Пазарджик;85801 Други бедствия и кризи;0;1;0;0;0;0;0;0;0;
Пазарджик;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Пазарджик;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Пазарджик;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Пазарджик;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Пазарджик;85820 Други, в т.ч.;0;1;0;0;0;0;0;0;0;
Пазарджик;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Пазарджик;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Пазарджик;85823 Други неизброени;0;1;0;0;0;0;0;0;0;
Перник;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;293;272;244;224;135;4;82;79;92;
Перник;85101 Геофизични;6;5;2;0;0;0;0;0;0;
Перник;85110 Земетресения;1;1;0;0;0;0;0;0;0;
Перник;85111 движение на земни пластове;1;1;0;0;0;0;0;0;0;
Перник;85112 цунами;0;0;0;0;0;0;0;0;0;
Перник;85120 Движение на маси (сухо);5;4;2;0;0;0;0;0;0;
Перник;85121 срутище;0;0;0;0;0;0;0;0;0;
Перник;85122 свлачище;5;4;2;0;0;0;0;0;0;
Перник;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Перник;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Перник;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Перник;85132 лахар;0;0;0;0;0;0;0;0;0;
Перник;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Перник;85134 лава;0;0;0;0;0;0;0;0;0;
Перник;85201 Метеорологични;6;1;1;0;0;0;0;0;0;
Перник;85210 Буря;3;0;0;0;0;0;0;0;0;
Перник;85211 градушка;0;0;0;0;0;0;0;0;0;
Перник;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Перник;85213 обилен дъжд;3;0;0;0;0;0;0;0;0;
Перник;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Перник;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Перник;85216 силна буря;0;0;0;0;0;0;0;0;0;
Перник;85217 вятър;0;0;0;0;0;0;0;0;0;
Перник;85220 Екстремни температури;3;1;1;0;0;0;0;0;0;
Перник;85221 студена вълна (в т.ч. слани);3;1;1;0;0;0;0;0;0;
Перник;85222 топлинна вълна;0;0;0;0;0;0;0;0;0;
Перник;85230 Сурови зимни условия;0;0;0;0;0;0;0;0;0;
Перник;85231 сняг/лед;0;0;0;0;0;0;0;0;0;
Перник;85232 зимна буря/виелица;0;0;0;0;0;0;0;0;0;
Перник;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Перник;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Перник;85301 Хидроложки;1;0;0;0;0;0;0;0;0;
Перник;85310 Наводнение;1;0;0;0;0;0;0;0;0;
Перник;85311 дъждовно;0;0;0;0;0;0;0;0;0;
Перник;85312 инфраструктурно;0;0;0;0;0;0;0;0;0;
Перник;85313 морско;0;0;0;0;0;0;0;0;0;
Перник;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Перник;85315 речно;1;0;0;0;0;0;0;0;0;
Перник;85320 Лавина;0;0;0;0;0;0;0;0;0;
Перник;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Перник;85401 Климатоложки;21;25;9;0;0;0;0;0;0;
Перник;85410 Суша;0;0;0;0;0;0;0;0;0;
Перник;85420 Стихиен пожар;21;25;9;0;0;0;0;0;0;
Перник;85421 горски пожар;16;12;6;0;0;0;0;0;0;
Перник;85422 полски пожар: храсти, шубраци, пасища, торф;5;13;3;0;0;0;0;0;0;
Перник;85501 Биологични;1;1;0;165;115;0;.;.;0;
Перник;85510 Инфекциозни заболявания при хората;1;1;0;165;115;0;.;.;0;
Перник;85511 вирусна болест;1;1;0;165;115;0;.;.;0;
Перник;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Перник;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Перник;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Перник;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Перник;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Перник;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Перник;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Перник;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Перник;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Перник;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Перник;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Перник;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Перник;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Перник;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Перник;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Перник;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Перник;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Перник;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Перник;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Перник;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Перник;85701 Техногенни;258;239;232;59;20;4;82;79;92;
Перник;85710 Промишлена авария;20;21;21;0;0;0;1;0;0;
Перник;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Перник;85712 срутване;0;0;0;0;0;0;0;0;0;
Перник;85713 експлозия;0;0;0;0;0;0;0;0;0;
Перник;85714 пожар;20;21;20;0;0;0;1;0;0;
Перник;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Перник;85716 отравяне;0;0;0;0;0;0;0;0;0;
Перник;85717 радиация;0;0;0;0;0;0;0;0;0;
Перник;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Перник;85719 други (промишлени);0;0;1;0;0;0;0;0;0;
Перник;85720 Други аварии (непромишлени);175;149;134;5;4;1;9;7;10;
Перник;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Перник;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Перник;85723 пожар (непромишлен);175;149;134;5;4;1;9;7;10;
Перник;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Перник;85730 Транспортнаи аварии/инциденти;63;69;77;54;16;3;72;72;82;
Перник;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Перник;85732 пътни;62;69;77;54;16;3;72;72;82;
Перник;85733 железопътни;1;0;0;0;0;0;0;0;0;
Перник;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Перник;85801 Други бедствия и кризи;0;1;0;0;0;0;0;0;0;
Перник;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Перник;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Перник;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Перник;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Перник;85820 Други, в т.ч.;0;1;0;0;0;0;0;0;0;
Перник;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Перник;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Перник;85823 Други неизброени;0;1;0;0;0;0;0;0;0;
Плевен;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;539;550;562;980;326;38;283;338;369;
Плевен;85101 Геофизични;7;0;2;0;0;0;0;0;0;
Плевен;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Плевен;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Плевен;85112 цунами;0;0;0;0;0;0;0;0;0;
Плевен;85120 Движение на маси (сухо);7;0;2;0;0;0;0;0;0;
Плевен;85121 срутище;0;0;0;0;0;0;0;0;0;
Плевен;85122 свлачище;7;0;2;0;0;0;0;0;0;
Плевен;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Плевен;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Плевен;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Плевен;85132 лахар;0;0;0;0;0;0;0;0;0;
Плевен;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Плевен;85134 лава;0;0;0;0;0;0;0;0;0;
Плевен;85201 Метеорологични;22;4;2;0;0;0;0;0;0;
Плевен;85210 Буря;19;4;1;0;0;0;0;0;0;
Плевен;85211 градушка;3;1;0;0;0;0;0;0;0;
Плевен;85212 светкавица/гръмотевична буря;10;0;0;0;0;0;0;0;0;
Плевен;85213 обилен дъжд;3;2;0;0;0;0;0;0;0;
Плевен;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Плевен;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Плевен;85216 силна буря;2;1;1;0;0;0;0;0;0;
Плевен;85217 вятър;1;0;0;0;0;0;0;0;0;
Плевен;85220 Екстремни температури;1;0;1;0;0;0;0;0;0;
Плевен;85221 студена вълна (в т.ч. слани);0;0;0;0;0;0;0;0;0;
Плевен;85222 топлинна вълна;1;0;1;0;0;0;0;0;0;
Плевен;85230 Сурови зимни условия;0;0;0;0;0;0;0;0;0;
Плевен;85231 сняг/лед;0;0;0;0;0;0;0;0;0;
Плевен;85232 зимна буря/виелица;0;0;0;0;0;0;0;0;0;
Плевен;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Плевен;85240 Мъгла;2;0;0;0;0;0;0;0;0;
Плевен;85301 Хидроложки;4;2;10;0;0;0;0;0;0;
Плевен;85310 Наводнение;2;2;10;0;0;0;0;0;0;
Плевен;85311 дъждовно;1;2;9;0;0;0;0;0;0;
Плевен;85312 инфраструктурно;1;0;0;0;0;0;0;0;0;
Плевен;85313 морско;0;0;0;0;0;0;0;0;0;
Плевен;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Плевен;85315 речно;0;0;1;0;0;0;0;0;0;
Плевен;85320 Лавина;0;0;0;0;0;0;0;0;0;
Плевен;85330 Кален поток;2;0;0;0;0;0;0;0;0;
Плевен;85401 Климатоложки;34;34;46;0;0;0;1;0;1;
Плевен;85410 Суша;0;0;0;0;0;0;0;0;0;
Плевен;85420 Стихиен пожар;34;34;46;0;0;0;1;0;1;
Плевен;85421 горски пожар;2;4;6;0;0;0;0;0;0;
Плевен;85422 полски пожар: храсти, шубраци, пасища, торф;32;30;40;0;0;0;1;0;1;
Плевен;85501 Биологични;1;1;0;948;298;0;.;.;0;
Плевен;85510 Инфекциозни заболявания при хората;1;1;0;948;298;0;.;.;0;
Плевен;85511 вирусна болест;1;1;0;948;298;0;.;.;0;
Плевен;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Плевен;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Плевен;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Плевен;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Плевен;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Плевен;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Плевен;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Плевен;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Плевен;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Плевен;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Плевен;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Плевен;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Плевен;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Плевен;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Плевен;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Плевен;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Плевен;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Плевен;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Плевен;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Плевен;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Плевен;85701 Техногенни;471;494;495;32;28;38;282;338;368;
Плевен;85710 Промишлена авария;8;8;12;0;0;0;0;0;0;
Плевен;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Плевен;85712 срутване;0;0;0;0;0;0;0;0;0;
Плевен;85713 експлозия;0;0;0;0;0;0;0;0;0;
Плевен;85714 пожар;8;8;12;0;0;0;0;0;0;
Плевен;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Плевен;85716 отравяне;0;0;0;0;0;0;0;0;0;
Плевен;85717 радиация;0;0;0;0;0;0;0;0;0;
Плевен;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Плевен;85719 други (промишлени);0;0;0;0;0;0;0;0;0;
Плевен;85720 Други аварии (непромишлени);236;237;207;9;6;4;5;13;6;
Плевен;85721 срутване (непромишлено);0;1;0;0;0;0;0;0;0;
Плевен;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Плевен;85723 пожар (непромишлен);236;236;207;9;6;4;5;13;6;
Плевен;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Плевен;85730 Транспортнаи аварии/инциденти;227;249;276;23;22;34;277;325;362;
Плевен;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Плевен;85732 пътни;226;249;274;23;22;32;276;325;360;
Плевен;85733 железопътни;1;0;2;0;0;2;1;0;2;
Плевен;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Плевен;85801 Други бедствия и кризи;0;15;7;0;0;0;0;0;0;
Плевен;85810 Деградиране на околната среда;0;0;1;0;0;0;0;0;0;
Плевен;85811 деградация на почвите (почвена ерозия);0;0;1;0;0;0;0;0;0;
Плевен;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Плевен;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Плевен;85820 Други, в т.ч.;0;15;6;0;0;0;0;0;0;
Плевен;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Плевен;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Плевен;85823 Други неизброени;0;15;6;0;0;0;0;0;0;
Пловдив;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;1479;1486;1548;3097;1088;50;973;1060;1132;
Пловдив;85101 Геофизични;1;3;4;0;0;0;0;0;0;
Пловдив;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Пловдив;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Пловдив;85112 цунами;0;0;0;0;0;0;0;0;0;
Пловдив;85120 Движение на маси (сухо);1;3;4;0;0;0;0;0;0;
Пловдив;85121 срутище;0;2;0;0;0;0;0;0;0;
Пловдив;85122 свлачище;1;1;3;0;0;0;0;0;0;
Пловдив;85123 пропадане на земята или слягане;0;0;1;0;0;0;0;0;0;
Пловдив;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Пловдив;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Пловдив;85132 лахар;0;0;0;0;0;0;0;0;0;
Пловдив;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Пловдив;85134 лава;0;0;0;0;0;0;0;0;0;
Пловдив;85201 Метеорологични;7;7;5;0;0;0;0;0;0;
Пловдив;85210 Буря;6;7;2;0;0;0;0;0;0;
Пловдив;85211 градушка;0;0;1;0;0;0;0;0;0;
Пловдив;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Пловдив;85213 обилен дъжд;6;7;1;0;0;0;0;0;0;
Пловдив;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Пловдив;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Пловдив;85216 силна буря;0;0;0;0;0;0;0;0;0;
Пловдив;85217 вятър;0;0;0;0;0;0;0;0;0;
Пловдив;85220 Екстремни температури;1;0;2;0;0;0;0;0;0;
Пловдив;85221 студена вълна (в т.ч. слани);0;0;1;0;0;0;0;0;0;
Пловдив;85222 топлинна вълна;1;0;1;0;0;0;0;0;0;
Пловдив;85230 Сурови зимни условия;0;0;1;0;0;0;0;0;0;
Пловдив;85231 сняг/лед;0;0;1;0;0;0;0;0;0;
Пловдив;85232 зимна буря/виелица;0;0;0;0;0;0;0;0;0;
Пловдив;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Пловдив;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Пловдив;85301 Хидроложки;3;7;1;0;0;0;0;0;0;
Пловдив;85310 Наводнение;3;7;1;0;0;0;0;0;0;
Пловдив;85311 дъждовно;1;5;1;0;0;0;0;0;0;
Пловдив;85312 инфраструктурно;1;0;0;0;0;0;0;0;0;
Пловдив;85313 морско;0;0;0;0;0;0;0;0;0;
Пловдив;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Пловдив;85315 речно;1;2;0;0;0;0;0;0;0;
Пловдив;85320 Лавина;0;0;0;0;0;0;0;0;0;
Пловдив;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Пловдив;85401 Климатоложки;118;77;98;0;0;0;1;1;1;
Пловдив;85410 Суша;2;0;0;0;0;0;0;0;0;
Пловдив;85420 Стихиен пожар;116;77;98;0;0;0;1;1;1;
Пловдив;85421 горски пожар;21;16;25;0;0;0;0;0;0;
Пловдив;85422 полски пожар: храсти, шубраци, пасища, торф;95;61;73;0;0;0;1;1;1;
Пловдив;85501 Биологични;1;1;0;3046;1033;0;.;.;0;
Пловдив;85510 Инфекциозни заболявания при хората;1;1;0;3046;1033;0;.;.;0;
Пловдив;85511 вирусна болест;1;1;0;3046;1033;0;.;.;0;
Пловдив;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Пловдив;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Пловдив;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Пловдив;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Пловдив;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Пловдив;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Пловдив;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Пловдив;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Пловдив;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Пловдив;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Пловдив;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Пловдив;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Пловдив;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Пловдив;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Пловдив;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Пловдив;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Пловдив;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Пловдив;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Пловдив;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Пловдив;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Пловдив;85701 Техногенни;1343;1390;1439;51;55;50;972;1059;1131;
Пловдив;85710 Промишлена авария;34;25;36;0;0;0;0;2;3;
Пловдив;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Пловдив;85712 срутване;0;0;0;0;0;0;0;0;0;
Пловдив;85713 експлозия;0;0;0;0;0;0;0;0;0;
Пловдив;85714 пожар;34;25;36;0;0;0;0;2;3;
Пловдив;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Пловдив;85716 отравяне;0;0;0;0;0;0;0;0;0;
Пловдив;85717 радиация;0;0;0;0;0;0;0;0;0;
Пловдив;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Пловдив;85719 други (промишлени);0;0;0;0;0;0;0;0;0;
Пловдив;85720 Други аварии (непромишлени);572;561;560;16;7;7;32;41;35;
Пловдив;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Пловдив;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Пловдив;85723 пожар (непромишлен);572;561;560;16;7;7;32;41;35;
Пловдив;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Пловдив;85730 Транспортнаи аварии/инциденти;737;804;843;35;48;43;940;1016;1093;
Пловдив;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Пловдив;85732 пътни;731;802;838;34;47;39;934;1014;1092;
Пловдив;85733 железопътни;6;2;5;1;1;4;6;2;1;
Пловдив;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Пловдив;85801 Други бедствия и кризи;6;1;1;0;0;0;0;0;0;
Пловдив;85810 Деградиране на околната среда;0;0;1;0;0;0;0;0;0;
Пловдив;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Пловдив;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Пловдив;85813 други, свързани с деградиране на околната среда;0;0;1;0;0;0;0;0;0;
Пловдив;85820 Други, в т.ч.;6;1;0;0;0;0;0;0;0;
Пловдив;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Пловдив;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Пловдив;85823 Други неизброени;6;1;0;0;0;0;0;0;0;
Разград;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;237;256;255;414;88;9;141;160;203;
Разград;85101 Геофизични;0;0;0;0;0;0;0;0;0;
Разград;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Разград;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Разград;85112 цунами;0;0;0;0;0;0;0;0;0;
Разград;85120 Движение на маси (сухо);0;0;0;0;0;0;0;0;0;
Разград;85121 срутище;0;0;0;0;0;0;0;0;0;
Разград;85122 свлачище;0;0;0;0;0;0;0;0;0;
Разград;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Разград;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Разград;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Разград;85132 лахар;0;0;0;0;0;0;0;0;0;
Разград;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Разград;85134 лава;0;0;0;0;0;0;0;0;0;
Разград;85201 Метеорологични;0;0;5;0;0;0;0;0;0;
Разград;85210 Буря;0;0;2;0;0;0;0;0;0;
Разград;85211 градушка;0;0;0;0;0;0;0;0;0;
Разград;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Разград;85213 обилен дъжд;0;0;0;0;0;0;0;0;0;
Разград;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Разград;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Разград;85216 силна буря;0;0;2;0;0;0;0;0;0;
Разград;85217 вятър;0;0;0;0;0;0;0;0;0;
Разград;85220 Екстремни температури;0;0;1;0;0;0;0;0;0;
Разград;85221 студена вълна (в т.ч. слани);0;0;1;0;0;0;0;0;0;
Разград;85222 топлинна вълна;0;0;0;0;0;0;0;0;0;
Разград;85230 Сурови зимни условия;0;0;2;0;0;0;0;0;0;
Разград;85231 сняг/лед;0;0;0;0;0;0;0;0;0;
Разград;85232 зимна буря/виелица;0;0;2;0;0;0;0;0;0;
Разград;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Разград;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Разград;85301 Хидроложки;0;0;1;0;0;0;0;0;0;
Разград;85310 Наводнение;0;0;1;0;0;0;0;0;0;
Разград;85311 дъждовно;0;0;0;0;0;0;0;0;0;
Разград;85312 инфраструктурно;0;0;0;0;0;0;0;0;0;
Разград;85313 морско;0;0;0;0;0;0;0;0;0;
Разград;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Разград;85315 речно;0;0;1;0;0;0;0;0;0;
Разград;85320 Лавина;0;0;0;0;0;0;0;0;0;
Разград;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Разград;85401 Климатоложки;8;11;15;0;0;0;0;0;0;
Разград;85410 Суша;0;0;0;0;0;0;0;0;0;
Разград;85420 Стихиен пожар;8;11;15;0;0;0;0;0;0;
Разград;85421 горски пожар;1;0;4;0;0;0;0;0;0;
Разград;85422 полски пожар: храсти, шубраци, пасища, торф;7;11;11;0;0;0;0;0;0;
Разград;85501 Биологични;1;1;0;401;76;0;.;.;0;
Разград;85510 Инфекциозни заболявания при хората;1;1;0;401;76;0;.;.;0;
Разград;85511 вирусна болест;1;1;0;401;76;0;.;.;0;
Разград;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Разград;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Разград;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Разград;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Разград;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Разград;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Разград;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Разград;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Разград;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Разград;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Разград;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Разград;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Разград;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Разград;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Разград;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Разград;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Разград;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Разград;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Разград;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Разград;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Разград;85701 Техногенни;228;243;234;13;12;9;141;160;203;
Разград;85710 Промишлена авария;4;4;5;0;0;0;0;0;0;
Разград;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Разград;85712 срутване;0;0;0;0;0;0;0;0;0;
Разград;85713 експлозия;0;0;0;0;0;0;0;0;0;
Разград;85714 пожар;4;4;5;0;0;0;0;0;0;
Разград;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Разград;85716 отравяне;0;0;0;0;0;0;0;0;0;
Разград;85717 радиация;0;0;0;0;0;0;0;0;0;
Разград;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Разград;85719 други (промишлени);0;0;0;0;0;0;0;0;0;
Разград;85720 Други аварии (непромишлени);118;118;84;3;1;0;7;4;7;
Разград;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Разград;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Разград;85723 пожар (непромишлен);118;118;84;3;1;0;7;4;7;
Разград;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Разград;85730 Транспортнаи аварии/инциденти;106;121;145;10;11;9;134;156;196;
